tot	tot	tot
H	L	OH
0.265295431	8.84E-02	0.33965375
0.277442859	0.087268234	0.335184622
0.28927477	0.08613488	0.330831575
0.300803299	0.085030587	0.326590144
0.312039966	0.08395425	0.322456092
0.322995716	0.082904822	0.318425391
0.333680954	0.081881306	0.314494213
0.344105577	0.080882753	0.310658918
