"particle";"S1";"S2";"S3";"S4";"S5";"S6";"S7";"S8";"S9";"S10"
"H";162,835364916109;140,562199060342;122,048237822434;107,578935213466;99,0465163073831;91,1760330537543;71,9886861494901;64,7291244515028;58,9894764414753;52,3479417673376
