"particle";"S1";"S2";"S3";"S4";"S5";"S6";"S7";"S8";"S9";"S10"
"H";-0,00528182702438284;-0,0101253587299852;-0,010152166890233;-0,0281939005106956;-0,0327488641857117;-0,0321015599389142;-0,00292678463310145;0,019356290574847;0,0533835078834877;0,184342573921666
