"particle","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10"
"H",-1.62319864099561,-2.27198338000924,-2.56248442762493,-2.80841235426333,-2.99462478676382,-3.20571530098418,-3.98446797194412,-4.43336394265986,-4.92617830038093,-6.01852084165663
