"particle","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10"
"H",-265.717617530981,-322.621639961312,-315.954329926154,-310.891247616951,-306.649578164615,-301.97838135271,-287.678587574366,-281.518610358901,-275.865984821332,-266.018621201223
