"particle","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10"
"H",-102.017617530981,-180.621639961312,-192.654329926154,-200.191247616951,-204.249578164615,-207.77838135271,-215.478587574366,-218.018610358901,-219.865984821332,-221.818621201223
