"label";"residuals.abs";"V2"
262,5;-0,00062971538761572;-0,00418693741765771
263;-0,00381860098798442;-0,0264446051799475
263,5;-0,00663846437038215;-0,047827553100736
264;-0,00948721785942676;-0,0708001332793042
264,5;-0,0123652789380297;-0,0951175302925358
265;-0,0152752604868942;-0,120467353997588
265,5;-0,0182216703060049;-0,146476449405184
266;-0,0209106241031772;-0,170698972270834
266,5;-0,0234495756662396;-0,193478347081185
267;-0,0257470674403419;-0,213846075085896
267,5;-0,0280125042196988;-0,232855396672476
268;-0,0300559521427163;-0,249013688009249
268,5;-0,0318879646591412;-0,262236551473201
269;-0,0333194366251295;-0,271330917142748
269,5;-0,0345614871835751;-0,277602306695382
270;-0,0357253716084936;-0,281745832874556
270,5;-0,0366224218386249;-0,282798624236486
271;-0,0372640150007905;-0,281025754153774
271,5;-0,0378615688311686;-0,277781135958683
272;-0,0382265625450233;-0,272268963995893
272,5;-0,038070581384345;-0,263282028937379
273;-0,0375053827894875;-0,251713978452936
273,5;-0,0369429818958494;-0,239889492830191
274;-0,0359957538500846;-0,226103981470381
274,5;-0,0348765502720155;-0,211629552621453
275;-0,0336988270577927;-0,197184476640098
275,5;-0,0322767806261081;-0,18204614002317
276;-0,0305254896514288;-0,16598961202517
276,5;-0,0285610593051499;-0,149691086504979
277;-0,0263007650360404;-0,132899267488835
277,5;-0,0241631929640813;-0,117525257607399
278;-0,0217683740354172;-0,101959597355584
278,5;-0,0186379091892755;-0,0842962876041405
279;-0,0157950829189101;-0,0688538924102447
279,5;-0,0130649627664191;-0,054848710186478
280;-0,0100744824740972;-0,0407708720117247
280,5;-0,00695250672120176;-0,0271370285761193
281;-0,00412987560284811;-0,0155316871111249
281,5;-0,00153942725537032;-0,00557561483292401
282;0,00138400270218175;0,00483578861698726
282,5;0,00460360595986903;0,0155422213364923
283;0,00848065129747044;0,0277417445124974
283,5;0,0112745598047764;0,0356338805460696
284;0,0138430056801706;0,0422816300554995
284,5;0,0160420424290231;0,0473495939463491
285;0,0185262539647497;0,0529472819798504
285,5;0,0210489297984621;0,0583234408380772
286;0,0229622631914311;0,0616602126515337
286,5;0,0246175708416774;0,0641082574002016
287;0,0266655323855398;0,0675076769254172
287,5;0,0279564477206909;0,068773549128391
288;0,0281405099023724;0,0671931946092941
288,5;0,0284680911331131;0,0661126129426686
289;0,0295900391611792;0,0670671785158187
289,5;0,0296579812276105;0,065556987682605
290;0,0293246325586943;0,0632678156606134
290,5;0,0296441062925901;0,0626195739175964
291;0,0287722216575663;0,059459023884204
291,5;0,0281668071865372;0,0570755971358404
292;0,0272879957593364;0,0542828640527877
292,5;0,025298508310995;0,0493822141538064
293;0,0239639231311292;0,0460401981385767
293,5;0,0217529278057754;0,0411363990275632
294;0,0193375510174109;0,0360438975161433
294,5;0,0173933716196462;0,0320378920973405
295;0,0143997026378079;0,0262051003417796
295,5;0,0115397481124022;0,020788593248788
296;0,00870073099586366;0,0155425705535257
296,5;0,00547399063013454;0,00970565714562862
297;0,00235504866926928;0,00415206041831678
297,5;-0,000856357337233771;-0,00150343633643569
298;-0,00435627312310727;-0,00762385915839564
298,5;-0,00793655970214491;-0,0138654082846696
299;-0,0114849578728287;-0,0200610617866003
299,5;-0,0149851845590628;-0,0262116224576926
300;-0,0184170599641726;-0,0323106315160924
300,5;-0,0216566641792171;-0,0381749765189795
301;-0,0248765215701608;-0,0441229541861668
301,5;-0,0276458109758226;-0,0494469879732117
302;-0,0300305994836068;-0,0542754373461174
302,5;-0,0325940973162481;-0,0595870152033786
303;-0,0346969311629846;-0,0643012067512686
303,5;-0,0356974331250765;-0,0672901661170151
304;-0,0359519423201053;-0,0691250573353303
304,5;-0,0367151161031146;-0,0720327959645175
305;-0,0367402478159067;-0,0737607866209731
305,5;-0,0358795879684997;-0,0739480378575839
306;-0,0342846657881816;-0,0727603263755977
306,5;-0,0324066081404113;-0,0709737366193852
307;-0,0310964529301486;-0,0703062467333225
307,5;-0,029505454229682;-0,0690186063852211
308;-0,026685376546825;-0,0648805653946633
308,5;-0,0228887758422701;-0,0580933397011932
309;-0,0189692651233932;-0,0503831742985211
309,5;-0,0151817626800891;-0,042277256140599
310;-0,0111827212823364;-0,0327458895529618
310,5;-0,00713033692505399;-0,0220140071783081
311;-0,00288473597930905;-0,00942108419108115
311,5;0,00169186011400696;0,00586840136665612
312;0,00603499319528461;0,0222857946650096
312,5;0,00987785009692321;0,0388891736099339
313;0,0131511677639233;0,0552570074114426
313,5;0,0158831615811224;0,0712888760373538
314;0,019199476464505;0,0926168666883984
314,5;0,022623160051432;0,117828958601208
315;0,0259746571210711;0,1466666127672
315,5;0,0285718241936207;0,174965243071774
316;0,0304299630965533;0,20205818789212
316,5;0,0316618721490927;0,227947243693972
317;0,0327779135030859;0,256679040744604
317,5;0,0340860950895746;0,292083077031487
318;0,0350921655555317;0,329813586048231
318,5;0,035599720533898;0,367007428184515
319;0,0364103185713791;0,415168968886877
319,5;0,0361236050413192;0,452110200767449
320;0,0355374423919389;0,488151681207952
320,5;0,0349480451217251;0,528714752219744
321;0,0340501179319817;0,566557702695204
321,5;0,0332369955795896;0,610974183448337
322;0,0322007830388492;0,653159899368137
322,5;0,0308324946778445;0,686692531800545
323;0,0295221912599652;0,723583119116795
323,5;0,0281591136930161;0,759005759919571
324;0,0265318125646995;0,780347428373515
324,5;0,0249282726222691;0,7989830968676
325;0,0233360314739858;0,813102141950725
325,5;0,0218422919089875;0,827359542007102
326;0,0202340273487571;0,825878667296208
326,5;0,0184980800561712;0,804264350268314
327;0,0168212518359151;0,775172895664289
327,5;0,0150903870618327;0,729004205885639
328;0,0135924479616895;0,689971977750736
328,5;0,0124145821771744;0,667450654686795
329;0,0111441826962685;0,626077679565648
329,5;0,00976894032600632;0,564678631561059
330;0,00857688893598033;0,510529103332162
330,5;0,00735644375665177;0,445845076160714
331;0,0060964330617215;0,371733723275701
331,5;0,00528612360070254;0,330382725043909
332;0,00431524017673444;0,271398753253739
332,5;0,00347397978599239;0,219872138353949
333;0,00275302074924915;0,175351640079564
333,5;0,00174352727377935;0,108970454611209
334;0,00123714988542886;0,0778081688948968
334,5;0,000626022166915593;0,0391263854322246
335;0,000102754229901515;0,0063822503044419
335,5;-0,000439576664292739;-0,026967893514892
336;-0,000907437936650045;-0,0549962385848512
336,5;-0,00130685559552513;-0,078254826079349
337;-0,00174342985669545;-0,102554697452674
337,5;-0,00232235214350754;-0,132705836771859
338;-0,00274842315674231;-0,153543193114095
338,5;-0,0029260717291362;-0,161661421499238
339;-0,00315937420517952;-0,171705119846713
339,5;-0,00345207411248608;-0,18362096343011
340;-0,00380760191634888;-0,197285073385952
340,5;-0,00382909467377476;-0,196363829424347
341;-0,00391941542707664;-0,19795027409478
341,5;-0,00438117219979447;-0,213715717063145
342;-0,00451673647915057;-0,216111793260793
342,5;-0,00452826108929958;-0,213597221193377
343;-0,00451769737822062;-0,210125459452122
343,5;-0,00458681165816388;-0,20944345471068
344;-0,0046372008550819;-0,207946226685287
344,5;-0,00477030733644602;-0,209224005984474
345;-0,00508743289929706;-0,216486506353067
345,5;-0,00508975191134513;-0,212960331018625
346;-0,00517832360747783;-0,212226377355649
346,5;-0,00505410355222816;-0,204619577013286
347;-0,00511795428567451;-0,203093424034703
347,5;-0,00517065517598376;-0,201192808404037
348;-0,00491291150645669;-0,189687702951996
348,5;-0,00504536282858861;-0,190391050135419
349;-0,00496859061541392;-0,184705970833231
349,5;-0,00488312525135497;-0,178869056826189
350;-0,00468945239603817;-0,169907695508629
350,5;-0,0047880187601613;-0,1697878992965
351;-0,00497923733158177;-0,172291949189681
351,5;-0,00506349208942601;-0,17164379964156
352;-0,00514114224326928;-0,1708020678827
352,5;-0,00501252603337195;-0,164345115848261
353;-0,00507796412664571;-0,163278589281213
353,5;-0,00513776264151602;-0,162074531278108
354;-0,00499221583319794;-0,155520742467226
354,5;-0,0052416084691538;-0,159319406357258
355;-0,00508621792269235;-0,152739276957728
355,5;-0,00502631601083421;-0,148707574285036
356;-0,00496217060073471;-0,144669696814423
356,5;-0,00499404700714645;-0,143095902783566
357;-0,00502220920164106;-0,141470681736368
357,5;-0,00484692085260592;-0,135011722913814
358;-0,0048684462134001;-0,133382088038359
358,5;-0,00478705087450514;-0,129379753365004
359;-0,00470300239404291;-0,125413397174478
359,5;-0,00471657081966343;-0,123794509702452
360;-0,00482802911352728;-0,124433740039363
360,5;-0,00453765349092548;-0,116052518949501
361;-0,00444572368198787;-0,112265749545148
361,5;-0,00415252312493222;-0,104073261276497
362;-0,00415833909839331;-0,102675039466502
362,5;-0,0040634627995421;-0,0991088487693196
363;-0,00386818937395597;-0,0934345259409655
363,5;-0,00377281790252538;-0,0900433866951164
364;-0,00347765135007728;-0,0824087997648644
364,5;-0,00348299647985491;-0,0813784224265167
365;-0,00348916373751272;-0,0803954778228737
365,5;-0,00349646710785914;-0,0794651615422532
366;-0,00340522394720442;-0,076521886454032
366,5;-0,00331575479384006;-0,0736834398631125
367;-0,0030283831588873;-0,0668517253617506
367,5;-0,00294343529950035;-0,0642671462773002
368;-0,00286123997619084;-0,0617978396585496
368,5;-0,00268212819585101;-0,0574331519454177
369;-0,00270643294188991;-0,0572184554310764
369,5;-0,00243448889275764;-0,0511447246377655
370;-0,00206663213001308;-0,0432349817994367
370,5;-0,00200319983698975;-0,0414741167078624
371;-0,00204452998902842;-0,0418104292234852
371,5;-0,00179096103617353;-0,0364016470766978
372;-0,0018428315791701;-0,0370046501841385
372,5;-0,00170048003954787;-0,0338741043734635
373;-0,0015642443245377;-0,0309139194572668
373,5;-0,00133446148753136;-0,0262173180261563
374;-0,0011114673847679;-0,0217083473587481
374,5;-0,00109559632890693;-0,0211914183540992
375;-0,000987180740130524;-0,0189478069122941
375,5;-0,000986550795400949;-0,0187557185437443
376;-0,000894034076488553;-0,0168685674809161
376,5;-0,000609955217374912;-0,0114653236348668
377;-0,000334635551627625;-0,00626658336381321
377,5;-0,000168392760336485;-0,00313580559285819
378;-1,15405211947861e-05;-0,000213713355459002
378,5;3,56118406962883e-05;0,000654629424564122
379;7,27596997266433e-05;0,00132773174683656
379,5;0,000299603473811964;0,00544733588749026
380;0,000415848965000916;0,00751987278482669
380,5;0,000621207696097553;0,0111929314612172
381;0,000815397242747366;0,0146390887387319
381,5;0,000898141560441872;0,0160382421507477
382;0,00116917130590371;0,0208408432424904
382,5;0,00142822415232212;0,0254132411445217
383;0,00167504509791722;0,0297521331779258
383,5;0,00170938676732076;0,0302011796346425
384;0,00183100970527164;0,0322360863604162
384,5;0,00193968266213544;0,0340295203883411
385;0,00203518287076919;0,0355801201183425
385,5;0,00211729631426578;0,0368866953704839
386;0,00218581798412634;0,0379482288910823
386,5;0,00234055212842325;0,0405641616711136
387;0,00238131248953278;0,0411280222717233
387,5;0,00230792253103224;0,0396550263063958
388;0,00232021565337433;0,0397297200920262
388,5;0,00231803539796945;0,0395569180540862
389;0,00240123563932548;0,0409069103803319
389,5;0,00246968076491463;0,0420013735529698
390;0,00282324584245709;0,04817825669722
390,5;0,00286181677433262;0,0487532670244058
391;0,00288529043885249;0,0490695652866071
391,5;0,00309357481814709;0,0527014449428806
392;0,00308658911244693;0,0524930121164445
392,5;0,00276426384055832;0,046693645955377
393;0,0024265409263588;0,0407137739321946
393,5;0,0024733737711615;0,0414995599188171
394;0,0024047273118222;0,0402801894777587
394,5;0,00222057806448765;0,0370714201083079
395;0,00202091415390864;0,033625859466034
395,5;0,00180573532826676;0,0299458595069114
396;0,00187505295948861;0,0311470591277178
396,5;0,00202889002904732;0,0338148338174553
397;0,00196728109927581;0,0327880183212635
397,5;0,00189027227024216;0,0315045378373693
398;0,00199792112226225;0,0334100522117433
398,5;0,00189029664415017;0,0316103117750865
399;0,0017674791473314;0,0295565074804582
399,5;0,00142956016596861;0,0238260027661435
400;0,00117664234327376;0,0195780755952372
400,5;0,000908839304204316;0,0150969984087096
401;0,000726275514764549;0,0120643773216702
401,5;0,000229086128155746;0,00378654757282225
402;1,74168180416892e-05;0,000287881289945276
402,5;-0,000408576400782894;-0,00673107744288128
403;-0,000648727364011628;-0,0106874359804222
403,5;-0,000902859961404302;-0,0148741344547661
404;-0,00107078835197402;-0,0176697747850498
404,5;-0,00115231719041571;-0,0190780991790681
405;-0,000947241864389832;-0,0158137206075097
405,5;-0,00065534874225795;-0,0110514121797293
406;-7,64154308505807e-05;-0,0013084834049757
406,5;0,00028978895716817;0,00502233894572219
407;0,000243503526788529;0,0042422217210545
407,5;0,000284975315459055;0,00499956693787815
408;0,000314458999682264;0,00555581271523435
408,5;0,000432216593889416;0,00770439561300207
409;0,000438517142091983;0,00787283917579863
409,5;0,0006336364028173;0,0114997532271742
410;0,000717856527843744;0,0131475554550136
410,5;0,000891465735258327;0,0165086247270061
411;0,00105475797736588;0,0197520220480502
411,5;0,00120803260398378;0,0228794053784808
412;0,00135159402166041;0,025892605778935
412,5;0,00148575134935823;0,0287936308015161
413;0,00151081807114441;0,029565911372689
413,5;0,00152711168643233;0,0301800728543938
414;0,00153495335831698;0,0306377915831732
414,5;0,00153466756054609;0,0309408782368164
415;0,00152658172366569;0,031091277467733
415,5;0,00171102588087584;0,0353517743982612
416;0,00178833231412732;0,0374128099189817
416,5;0,00185883520098434;0,03938210171577
417;0,00192287026277208;0,0412633103599158
417,5;0,00188077441451998;0,0407977096425159
418;0,00183288541720334;0,0401948556404241
418,5;0,00187954153277623;0,0417675896172496
419;0,00202108118247858;0,0456226000559499
419,5;0,00215784260888915;0,0494918029561731
420;0,00229016354218382;0,0533837655520705
420,5;0,00211838087104657;0,0498442557893311
421;0,00194283031866624;0,046147988566894
421,5;0,00196384612423867;0,0473215933551486
422;0,00198176073037876;0,0484538075887228
422,5;0,00189690447683133;0,0469530811096864
423;0,0018096053008541;0,0453535163121328
423,5;0,00172018844462927;0,0436596051936363
424;0,00162897617004321;0,0418759940885143
424,5;0,00163628748115632;0,042722910735152
425;0,00154243785466743;0,0408052342504611
425,5;0,00144773897865845;0,0388133774439263
426;0,00125249849988713;0,033943048777429
426,5;0,00105701977987636;0,0289594460240098
427;0,000861601660029805;0,0238670819952855
427,5;0,000566538235984584;0,0158250903906309
428;0,000572118641392144;0,016253370494095
428,5;0,00037862684129919;0,0108800816465284
429;0,000186341435281491;0,00541690218841544
429,5;9,55354704633704e-05;0,00281815547089588
430;-9,35237354629456e-05;-0,00279175329740136
430,5;-0,000180574761123875;-0,00547196245829924
431;-0,000265362238181154;-0,00816499194403549
431,5;-0,000447636997822194;-0,0139450778137755
432;-0,000427156206986218;-0,013560514507499
432,5;-0,000603683494306811;-0,0194110448330164
433;-0,000776989065769562;-0,0253090900902137
433,5;-0,000946849810101413;-0,0312491686502116
434;-0,00111304939392579;-0,0372257322383207
434,5;-0,00137537834673465;-0,0464654846869813
435;-0,0016336341357452;-0,0557554312541024
435,5;-0,00188762123072544;-0,0650903872663946
436;-0,00213715115888811;-0,0744651971738019
436,5;-0,00238204254996817;-0,0838747376749357
437;-0,00252212117161336;-0,0900757561290487
437,5;-0,00285721995523187;-0,102777696231362
438;-0,00288717901245424;-0,105757472983672
438,5;-0,00291184564238011;-0,108650956805228
439;-0,00313107432979256;-0,118153748294059
439,5;-0,0032447267345345;-0,124319031974502
440;-0,00325267167225275;-0,127057487197373
440,5;-0,00345478508672614;-0,13655277022633
441;-0,0038509500140034;-0,152815476746167
441,5;-0,003941056538586;-0,158913570104274
442;-0,00402500174189969;-0,164959087782774
442,5;-0,0041026896433061;-0,170945401804421
443;-0,0042740311339129;-0,180338866409827
443,5;-0,00443894390344788;-0,189698457412303
444;-0,00459735236046749;-0,19901958270422
444,5;-0,00474918754617607;-0,208297699393687
445;-0,00479438704213614;-0,214035135809649
445,5;-0,00493289487215411;-0,223207912767154
446;-0,00496466139862868;-0,228786239568142
446,5;-0,00508964321365201;-0,237833795030468
447;-0,00510780302515545;-0,243228715483593
447,5;-0,00511910953839265;-0,248500463028769
448;-0,00522353733305418;-0,257317110002669
448,5;-0,00542106673630697;-0,269704812751591
449;-0,00551168369205202;-0,278367863234951
449,5;-0,00579537962669236;-0,294181706938698
450;-0,0062721513117019;-0,316775318772823
