"H"	"Porf"	"Turn"
5.11599885896799e-22	0.00382	9.48840011457044e-21
0.000171590576355248	0.00205609557634825	0.00171291542372162
0.000778739275605693	0.000778739275605693	0.00294430872474941
0.00215938313479827	0.000320287138533158	0.00335790490462694
0.00382032410006948	0.000185921100069486	0.00344848289993066
0.00551673755600833	0.000129268556008695	0.00346237744400146
0.00719851118033818	9.87461803438348e-05	0.00345113681985952
0.0088524874048545	7.97884048984768e-05	0.00342929059703548
