"cnst","dev","validity"
"0","0","OK"
"0","0","OK"
"0","0","OK"
"0","0","OK"
"8.19","0","OK"
"4.37","0","OK"
"-2.22","0","OK"
"-10.51","0","OK"
"1.47","0","OK"
"-6.39","0","OK"
"-17.24","0","OK"
"-1.67","0","OK"
"-9.05","0","OK"
"-7.95","0","OK"
"-4.75","0","OK"
"11.8305655097961","0.141225359547027","OK"
