"wave.length","S1","S2","S3","S4","S5","S6","S7","S8"
"200",0.000363272463604704,-6.56708830040615e-05,-0.00255061597275365,-0.000686798787664984,0.00140286751813083,0.00437810036110373,-0.00373098525069691,0.000949609100756599
"300",0.000598904478874827,-0.00305906542004724,0.00116049976140154,0.00315060185474561,-0.00112000870011029,-0.00114300339775127,0.000568985157020008,-0.000107505163803434
