"wave.length","S1","S2","S3","S4","S5","S6","S7","S8"
"200",1.14941740006068,1.54289866982752,1.63781188857274,1.68384274404278,1.70338627764834,1.71146028301532,1.74347077581128,1.78869695146305
"300",2.70361823990192,2.38169189271151,2.25461344546268,2.23501954093237,2.18355166098156,2.11158369081715,2.02114935001718,1.9887861722292
