"tot"	"tot"	"tot"	"X4"
"M"	"L"	"H"	"series"
"0"	"0"	"1.2489999999999999E-9"	"a"
"1.451E-2"	"4.2940000000000001E-3"	"1.3050000000000001E-2"	"a"
"1.486E-2"	"0"	"1.2489999999999999E-2"	"b"
"1.451E-2"	"4.3020000000000003E-3"	"1.306E-2"	"b"
"1.486E-2"	"0"	"3.9510000000000003E-2"	"c"
"1.451E-2"	"3.5990000000000002E-3"	"3.9190000000000003E-2"	"c"
"1.486E-2"	"0"	"3.9510000000000003E-2"	"d"
"1.4500000000000001E-2"	"3.653E-3"	"3.9190000000000003E-2"	"d"
