"particle";"signal";"1";"2";"3";"4";"5";"6";"7";"8"
"L";"C3";112,458097862488;112,515088164917;112,599849262973;112,73360360102;112,954679886874;113,314889995881;113,839635503398;114,496573542224
"L";"C4";111,470221173486;111,482241944487;111,500120315326;111,528332664214;111,574963534567;111,650941428299;111,761624218334;111,900189927224
"L";"C5";144,25468449717;144,286922124843;144,334868821287;144,410529458113;144,535585383154;144,739344949247;145,036177035817;145,407786290936
"L";"C6";131,897630049284;131,968869775428;132,07482389665;132,242021156609;132,518373683094;132,968648000569;133,624596901486;134,44579075363
"L";"CH";150,204842920051;150,136588682045;150,035074847644;149,874884430223;149,610113183249;149,178708790561;148,550249159373;147,76346959202
"L";"Me";18,8857795210536;18,8656207909197;18,8356389164411;18,7883270498283;18,7101274790751;18,5827131975136;18,397099109521;18,1647255981945
"L";"Men";62,4895569929026;62,4679088594235;62,4357118105813;62,3849043642718;62,3009271129862;62,1640989808778;61,9647710217675;61,7152288745745
