"wavelength";"S1";"S2";"S3";"S4";"S5";"S6";"S7";"S8"
"299";1,78965597635096;1,69387810346792;1,59825323062566;1,50250085855464;1,40674848652725;1,31099611357038;1,24598808895578;1,24597914199171
"345";0,973543241438653;1,02712704841008;1,08062525835219;1,13419479949905;1,18776434052103;1,24133387949052;1,27770321342405;1,27770821888494
"388";0,45182209421064;0,582755892849249;0,713480532088179;0,844379470896506;0,975278409497726;1,10617734559396;1,19504701191927;1,19505924292795
