"wavelength";"S1";"S2";"S3";"S4";"S5";"S6";"S7";"S8"
"299";0,020910425756394;-0,0041868880259129;-0,0097563626854654;-0,0211720791174962;-0,0183192696948725;0,0162760570312997;0,0121755393629417;0,00725880516710807
"345";0,0183506709609338;-0,00375650008721335;-0,00860068041083389;-0,0154559032126276;-0,00854395615940798;0,021673974889317;0,0148556103447556;-0,016390901551237
"388";-0,0283395823427102;-0,000418708663380341;0,00774086453132627;0,00761273376671391;0,0138029204758064;0,0223450513807353;0,00339799489443058;-0,0323406939854696
