"particle","signal","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33"
"Mc","a",8.4597,8.58156162806455,8.76045570356396,8.99016287560817,9.25742841962871,9.51401793644646,9.75232363265134,9.8786002290671,9.93755569768216,9.95851535359078,9.97057461203323,9.98022621315456,9.9887022431892,9.9971147261549,9.99998916733976,10.006667787296,10.018531912835,10.0358387318216,10.058625668751,10.0865679781018,10.117120374127,10.1325520389606,10.1518899574143,10.1757564973296,10.2051788353402,10.2385121505272,10.2744634352289,10.3105419584744,10.3613235649621,10.4018839249311,10.4238312368297,10.4397429808768,10.4518075769778
