"particle","signal","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33"
"Mc","a",3.5527136788005e-15,0.0363616280645456,-0.0640442964360393,-0.122137124391831,-0.125171580371291,-0.0442820635535419,0.0541236326513381,0.0852002290670963,0.0546556976821613,0.0354153535907784,0.0193746120332321,0.0116262131545568,0.00480224318919653,-0.00208527384510226,-0.00471083266024408,-0.00873221270398261,-0.0166680871649625,-0.0231612681784199,-0.0237743312490295,-0.0263320218982024,-0.024779625873018,-0.0199479610393904,-0.0142100425857343,-0.00724350267041984,-0.000721164659791995,0.0128121505272016,0.0227634352288906,0.0343419584743607,0.0434235649620742,0.0326839249311401,0.00993123682974506,-0.0217570191232035,-0.061992423022188
