"particle","signal","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33"
"Mc","a",4.19957407331288e-16,0.00425521088617535,-0.0072575552650053,-0.0134035451413835,-0.0133408202812959,-0.00463283884723626,0.00558079155424135,0.00869975994721955,0.00553032993171707,0.00356898082159645,0.00194696237973686,0.00116628344547501,0.000480998726870447,-0.000208544068035136,-0.000470861960902429,-0.00087187857738855,-0.00166096212979882,-0.00230254182109716,-0.00235800317871002,-0.00260380522878706,-0.00244329226999045,-0.00196483240969108,-0.00139778701623361,-0.000711332875421592,-7.0661544772163e-05,0.00125293628086113,0.00222045467862782,0.00334189276915209,0.00420856617742685,0.00315201991775049,0.000953652025633193,-0.00207972270928693,-0.00589629087696073
