data;wavelength;1;2;3;4;5;6;7;8;9;10
observation;342;0,19;0,303;0,421;0,539;0,65;0,759;0,863;0,949;1,026;1,084
observation;342,5;0,192;0,306;0,424;0,542;0,654;0,762;0,867;0,953;1,03;1,086
observation;343;0,195;0,309;0,427;0,545;0,657;0,767;0,871;0,957;1,033;1,091
observation;343,5;0,197;0,312;0,43;0,549;0,661;0,772;0,875;0,961;1,038;1,096
observation;344;0,2;0,314;0,434;0,553;0,665;0,777;0,88;0,966;1,043;1,101
observation;344,5;0,202;0,318;0,437;0,557;0,671;0,781;0,885;0,972;1,048;1,107
observation;345;0,204;0,321;0,441;0,561;0,675;0,786;0,89;0,977;1,055;1,111
observation;345,5;0,207;0,324;0,445;0,566;0,68;0,792;0,896;0,984;1,061;1,118
observation;346;0,21;0,328;0,449;0,571;0,686;0,798;0,903;0,99;1,066;1,127
observation;346,5;0,213;0,331;0,454;0,576;0,691;0,804;0,909;0,996;1,074;1,132
observation;347;0,216;0,335;0,458;0,582;0,698;0,811;0,916;1,003;1,083;1,139
observation;347,5;0,219;0,339;0,463;0,587;0,704;0,818;0,924;1,011;1,09;1,148
observation;348;0,222;0,343;0,468;0,593;0,71;0,825;0,931;1,019;1,098;1,158
observation;348,5;0,225;0,348;0,473;0,599;0,717;0,833;0,939;1,027;1,108;1,166
observation;349;0,229;0,352;0,478;0,605;0,723;0,84;0,947;1,035;1,116;1,175
observation;349,5;0,232;0,357;0,484;0,611;0,731;0,849;0,955;1,045;1,125;1,185
observation;350;0,235;0,361;0,49;0,618;0,739;0,857;0,965;1,055;1,136;1,196
observation;350,5;0,239;0,366;0,495;0,625;0,747;0,865;0,974;1,065;1,146;1,208
observation;351;0,243;0,371;0,502;0,632;0,756;0,876;0,985;1,076;1,158;1,219
observation;351,5;0,246;0,376;0,508;0,64;0,764;0,885;0,995;1,088;1,17;1,232
observation;352;0,25;0,381;0,514;0,648;0,772;0,895;1,006;1,099;1,181;1,244
observation;352,5;0,254;0,386;0,521;0,656;0,782;0,906;1,017;1,111;1,195;1,259
observation;353;0,258;0,392;0,528;0,664;0,791;0,917;1,029;1,123;1,207;1,271
observation;353,5;0,262;0,397;0,534;0,672;0,8;0,926;1,041;1,136;1,22;1,284
observation;354;0,266;0,403;0,542;0,681;0,811;0,939;1,053;1,15;1,234;1,3
observation;354,5;0,271;0,409;0,55;0,69;0,822;0,951;1,067;1,164;1,249;1,316
observation;355;0,275;0,415;0,557;0,7;0,832;0,963;1,08;1,178;1,263;1,331
observation;355,5;0,279;0,421;0,565;0,709;0,843;0,976;1,093;1,192;1,279;1,347
observation;356;0,284;0,428;0,572;0,719;0,855;0,989;1,107;1,207;1,296;1,364
observation;356,5;0,288;0,434;0,581;0,729;0,866;1,001;1,122;1,222;1,312;1,38
observation;357;0,292;0,441;0,589;0,738;0,877;1,013;1,136;1,238;1,327;1,398
observation;357,5;0,297;0,447;0,597;0,748;0,888;1,026;1,148;1,251;1,343;1,414
observation;358;0,302;0,453;0,605;0,758;0,9;1,04;1,164;1,268;1,36;1,43
observation;358,5;0,306;0,46;0,614;0,768;0,912;1,054;1,18;1,284;1,376;1,448
observation;359;0,311;0,467;0,623;0,779;0,924;1,067;1,195;1,3;1,392;1,465
observation;359,5;0,316;0,473;0,631;0,789;0,936;1,081;1,21;1,317;1,412;1,485
observation;360;0,321;0,48;0,639;0,799;0,949;1,095;1,226;1,334;1,428;1,504
observation;360,5;0,325;0,487;0,648;0,81;0,96;1,109;1,241;1,35;1,445;1,522
observation;361;0,33;0,494;0,656;0,82;0,973;1,123;1,256;1,366;1,464;1,539
observation;361,5;0,335;0,5;0,665;0,831;0,985;1,138;1,27;1,383;1,484;1,56
observation;362;0,339;0,507;0,674;0,841;0,998;1,151;1,286;1,401;1,497;1,579
observation;362,5;0,344;0,514;0,683;0,852;1,01;1,166;1,301;1,417;1,516;1,595
observation;363;0,349;0,521;0,691;0,863;1,023;1,18;1,319;1,435;1,535;1,616
observation;363,5;0,353;0,528;0,7;0,873;1,034;1,192;1,333;1,451;1,55;1,632
observation;364;0,358;0,534;0,708;0,883;1,047;1,207;1,347;1,466;1,57;1,649
observation;364,5;0,363;0,541;0,717;0,894;1,058;1,22;1,364;1,482;1,588;1,667
observation;365;0,367;0,548;0,725;0,904;1,071;1,234;1,376;1,499;1,6;1,682
observation;365,5;0,372;0,555;0,734;0,915;1,083;1,248;1,392;1,513;1,618;1,701
observation;366;0,377;0,561;0,742;0,925;1,094;1,261;1,407;1,529;1,637;1,718
observation;366,5;0,382;0,567;0,751;0,935;1,105;1,275;1,421;1,545;1,653;1,733
observation;367;0,386;0,574;0,758;0,944;1,116;1,286;1,437;1,562;1,67;1,753
observation;367,5;0,39;0,58;0,766;0,954;1,127;1,299;1,451;1,576;1,688;1,768
observation;368;0,395;0,586;0,775;0,965;1,139;1,313;1,466;1,59;1,702;1,789
observation;368,5;0,399;0,593;0,783;0,974;1,151;1,326;1,482;1,609;1,718;1,803
observation;369;0,404;0,6;0,791;0,985;1,164;1,34;1,495;1,625;1,734;1,825
observation;369,5;0,408;0,606;0,799;0,994;1,175;1,352;1,509;1,641;1,751;1,84
observation;370;0,412;0,611;0,806;1,002;1,185;1,365;1,523;1,654;1,765;1,853
observation;370,5;0,416;0,617;0,814;1,012;1,194;1,376;1,536;1,667;1,781;1,868
observation;371;0,42;0,623;0,821;1,021;1,206;1,388;1,549;1,681;1,796;1,885
observation;371,5;0,424;0,628;0,829;1,03;1,216;1,4;1,561;1,698;1,807;1,9
observation;372;0,429;0,635;0,836;1,04;1,227;1,412;1,576;1,71;1,827;1,914
observation;372,5;0,433;0,641;0,844;1,049;1,238;1,424;1,589;1,724;1,84;1,932
observation;373;0,437;0,646;0,851;1,056;1,247;1,436;1,6;1,737;1,853;1,946
observation;373,5;0,441;0,651;0,857;1,064;1,256;1,445;1,611;1,748;1,867;1,957
observation;374;0,444;0,656;0,863;1,072;1,265;1,454;1,623;1,765;1,878;1,97
observation;374,5;0,448;0,661;0,87;1,08;1,273;1,465;1,632;1,771;1,89;1,985
observation;375;0,452;0,666;0,877;1,088;1,282;1,476;1,646;1,786;1,906;2,001
observation;375,5;0,455;0,671;0,883;1,095;1,292;1,487;1,656;1,798;1,919;2,008
observation;376;0,459;0,676;0,888;1,103;1,3;1,494;1,666;1,808;1,93;2,023
observation;376,5;0,462;0,68;0,894;1,109;1,306;1,503;1,677;1,818;1,942;2,029
observation;377;0,465;0,684;0,898;1,115;1,314;1,512;1,684;1,827;1,952;2,044
observation;377,5;0,468;0,688;0,904;1,12;1,322;1,519;1,694;1,841;1,959;2,05
observation;378;0,471;0,692;0,909;1,127;1,328;1,526;1,702;1,848;1,971;2,061
observation;378,5;0,473;0,696;0,914;1,132;1,334;1,534;1,71;1,855;1,976;2,074
observation;379;0,476;0,699;0,918;1,138;1,34;1,541;1,716;1,864;1,983;2,077
observation;379,5;0,479;0,703;0,923;1,144;1,346;1,549;1,723;1,873;1,994;2,088
observation;380;0,481;0,706;0,926;1,148;1,352;1,554;1,729;1,876;2,001;2,096
observation;380,5;0,484;0,709;0,931;1,152;1,357;1,56;1,737;1,886;2,011;2,101
observation;381;0,486;0,712;0,934;1,156;1,362;1,564;1,742;1,89;2,019;2,111
observation;381,5;0,488;0,715;0,937;1,16;1,365;1,57;1,75;1,895;2,022;2,119
observation;382;0,49;0,717;0,941;1,164;1,369;1,574;1,754;1,902;2,026;2,124
observation;382,5;0,492;0,719;0,943;1,167;1,374;1,578;1,757;1,908;2,032;2,128
observation;383;0,494;0,721;0,945;1,169;1,376;1,582;1,761;1,91;2,038;2,135
observation;383,5;0,495;0,723;0,948;1,172;1,379;1,585;1,763;1,915;2,038;2,137
observation;384;0,497;0,725;0,95;1,174;1,382;1,587;1,765;1,915;2,042;2,139
observation;384,5;0,498;0,726;0,952;1,177;1,383;1,589;1,771;1,918;2,044;2,142
observation;385;0,499;0,728;0,953;1,178;1,385;1,59;1,772;1,921;2,043;2,145
observation;385,5;0,5;0,728;0,954;1,18;1,386;1,592;1,771;1,923;2,05;2,145
observation;386;0,501;0,729;0,955;1,18;1,387;1,593;1,772;1,925;2,05;2,143
observation;386,5;0,502;0,73;0,956;1,18;1,387;1,593;1,772;1,925;2,046;2,145
observation;387;0,503;0,73;0,956;1,181;1,387;1,592;1,774;1,923;2,045;2,147
observation;387,5;0,503;0,73;0,956;1,18;1,387;1,593;1,773;1,921;2,046;2,142
observation;388;0,504;0,731;0,956;1,18;1,386;1,591;1,771;1,922;2,047;2,139
observation;388,5;0,504;0,73;0,955;1,179;1,384;1,588;1,769;1,918;2,042;2,139
observation;389;0,504;0,73;0,954;1,178;1,383;1,586;1,768;1,916;2,037;2,133
observation;389,5;0,504;0,729;0,953;1,176;1,381;1,584;1,764;1,913;2,034;2,131
observation;390;0,503;0,729;0,952;1,174;1,378;1,581;1,761;1,912;2,033;2,127
observation;390,5;0,503;0,727;0,95;1,172;1,375;1,578;1,756;1,904;2,028;2,121
observation;391;0,503;0,726;0,948;1,169;1,372;1,573;1,752;1,899;2,019;2,12
observation;391,5;0,502;0,724;0,946;1,166;1,368;1,569;1,746;1,894;2,013;2,11
observation;392;0,501;0,723;0,943;1,162;1,364;1,564;1,741;1,887;2,009;2,103
observation;392,5;0,5;0,721;0,94;1,158;1,359;1,557;1,733;1,879;2;2,091
observation;393;0,499;0,719;0,937;1,154;1,354;1,552;1,727;1,875;1,993;2,085
observation;393,5;0,497;0,716;0,933;1,149;1,348;1,546;1,72;1,867;1,984;2,076
observation;394;0,496;0,713;0,93;1,145;1,343;1,538;1,712;1,856;1,976;2,063
observation;394,5;0,494;0,71;0,926;1,139;1,335;1,531;1,704;1,848;1,963;2,057
observation;395;0,493;0,707;0,921;1,133;1,329;1,523;1,695;1,839;1,953;2,045
observation;395,5;0,491;0,704;0,917;1,127;1,321;1,514;1,686;1,826;1,943;2,032
observation;396;0,489;0,701;0,912;1,121;1,314;1,505;1,675;1,816;1,932;2,021
observation;396,5;0,487;0,697;0,907;1,115;1,305;1,496;1,664;1,806;1,919;2,006
observation;397;0,484;0,693;0,901;1,107;1,297;1,486;1,652;1,794;1,906;1,994
observation;397,5;0,482;0,689;0,895;1,1;1,288;1,476;1,643;1,782;1,892;1,98
observation;398;0,479;0,685;0,889;1,092;1,279;1,465;1,63;1,769;1,878;1,966
observation;398,5;0,476;0,68;0,883;1,085;1,269;1,455;1,617;1,755;1,864;1,949
observation;399;0,473;0,676;0,877;1,076;1,26;1,443;1,606;1,74;1,849;1,932
observation;399,5;0,47;0,671;0,87;1,067;1,249;1,432;1,592;1,727;1,834;1,915
observation;400;0,468;0,666;0,863;1,059;1,239;1,419;1,578;1,711;1,818;1,899
observation;400,5;0,464;0,66;0,855;1,05;1,228;1,407;1,563;1,696;1,801;1,883
observation;401;0,46;0,655;0,848;1,04;1,216;1,392;1,548;1,679;1,784;1,863
observation;401,5;0,457;0,649;0,84;1,03;1,204;1,379;1,533;1,662;1,765;1,845
observation;402;0,453;0,643;0,832;1,02;1,192;1,366;1,518;1,646;1,748;1,825
observation;402,5;0,449;0,637;0,824;1,01;1,18;1,352;1,502;1,628;1,729;1,806
observation;403;0,445;0,631;0,815;0,999;1,167;1,336;1,484;1,61;1,709;1,784
observation;403,5;0,441;0,624;0,806;0,988;1,154;1,321;1,467;1,592;1,69;1,764
observation;404;0,437;0,617;0,797;0,976;1,14;1,305;1,45;1,573;1,669;1,742
observation;404,5;0,432;0,61;0,788;0,965;1,126;1,289;1,431;1,553;1,649;1,721
observation;405;0,428;0,603;0,778;0,952;1,112;1,271;1,413;1,532;1,627;1,697
observation;405,5;0,423;0,596;0,769;0,941;1,098;1,255;1,394;1,513;1,605;1,676
observation;406;0,418;0,589;0,759;0,928;1,083;1,238;1,376;1,493;1,584;1,652
observation;406,5;0,414;0,582;0,749;0,916;1,068;1,221;1,357;1,472;1,562;1,629
observation;407;0,408;0,574;0,739;0,903;1,053;1,203;1,338;1,451;1,539;1,606
observation;407,5;0,403;0,566;0,728;0,89;1,038;1,185;1,318;1,429;1,516;1,582
observation;408;0,398;0,558;0,718;0,876;1,022;1,167;1,298;1,407;1,492;1,557
observation;408,5;0,393;0,55;0,707;0,863;1,006;1,149;1,278;1,385;1,469;1,533
observation;409;0,387;0,542;0,697;0,85;0,991;1,131;1,257;1,364;1,446;1,508
observation;409,5;0,382;0,534;0,686;0,837;0,975;1,113;1,238;1,342;1,423;1,484
observation;410;0,377;0,526;0,675;0,823;0,96;1,095;1,217;1,321;1,399;1,459
observation;410,5;0,371;0,518;0,664;0,81;0,943;1,076;1,196;1,298;1,375;1,434
observation;411;0,365;0,509;0,653;0,796;0,927;1,056;1,175;1,275;1,351;1,408
observation;411,5;0,36;0,501;0,642;0,781;0,91;1,037;1,154;1,252;1,327;1,383
observation;412;0,353;0,492;0,63;0,766;0,892;1,017;1,131;1,228;1,3;1,355
observation;412,5;0,348;0,483;0,618;0,752;0,876;0,998;1,11;1,205;1,276;1,329
observation;413;0,342;0,475;0,607;0,739;0,859;0,979;1,089;1,182;1,252;1,305
observation;413,5;0,336;0,466;0,596;0,725;0,843;0,96;1,069;1,159;1,228;1,279
observation;414;0,33;0,458;0,584;0,711;0,827;0,941;1,048;1,137;1,204;1,255
observation;414,5;0,324;0,449;0,573;0,697;0,81;0,922;1,027;1,113;1,18;1,229
observation;415;0,318;0,44;0,561;0,682;0,793;0,902;1,004;1,09;1,154;1,201
observation;415,5;0,311;0,43;0,548;0,666;0,774;0,881;0,981;1,064;1,126;1,173
observation;416;0,306;0,421;0,537;0,652;0,758;0,862;0,96;1,042;1,102;1,147
observation;416,5;0,3;0,413;0,526;0,639;0,741;0,844;0,94;1,019;1,078;1,122
observation;417;0,294;0,405;0,515;0,625;0,726;0,826;0,919;0,997;1,054;1,097
observation;417,5;0,288;0,395;0,503;0,611;0,708;0,806;0,896;0,973;1,028;1,07
observation;418;0,281;0,386;0,491;0,596;0,691;0,786;0,874;0,948;1,002;1,043
observation;418,5;0,275;0,377;0,479;0,581;0,674;0,766;0,852;0,925;0,978;1,017
observation;419;0,269;0,368;0,467;0,567;0,658;0,747;0,831;0,903;0,954;0,991
observation;419,5;0,262;0,359;0,456;0,553;0,641;0,728;0,81;0,88;0,929;0,966
observation;420;0,256;0,35;0,444;0,539;0,624;0,71;0,79;0,857;0,905;0,941
observation;420,5;0,25;0,342;0,433;0,525;0,608;0,691;0,77;0,835;0,882;0,916
observation;421;0,244;0,333;0,422;0,511;0,592;0,673;0,749;0,813;0,858;0,892
observation;421,5;0,238;0,324;0,41;0,496;0,575;0,653;0,727;0,789;0,833;0,865
observation;422;0,232;0,315;0,398;0,482;0,558;0,634;0,705;0,766;0,808;0,84
observation;422,5;0,226;0,307;0,388;0,469;0,543;0,615;0,685;0,744;0,785;0,816
observation;423;0,22;0,299;0,377;0,456;0,527;0,598;0,666;0,723;0,763;0,792
observation;423,5;0,214;0,29;0,366;0,442;0,511;0,579;0,645;0,701;0,739;0,767
observation;424;0,208;0,281;0,355;0,428;0,495;0,561;0,625;0,679;0,715;0,742
observation;424,5;0,202;0,273;0,344;0,415;0,48;0,543;0,605;0,657;0,693;0,719
observation;425;0,196;0,265;0,333;0,402;0,465;0,526;0,586;0,636;0,671;0,695
observation;425,5;0,19;0,256;0,322;0,388;0,449;0,508;0,566;0,615;0,648;0,671
observation;426;0,185;0,248;0,312;0,376;0,434;0,491;0,547;0,595;0,626;0,649
observation;426,5;0,18;0,241;0,302;0,364;0,42;0,475;0,53;0,576;0,606;0,628
observation;427;0,174;0,234;0,293;0,352;0,407;0,46;0,512;0,557;0,586;0,607
observation;427,5;0,169;0,226;0,283;0,34;0,393;0,444;0,495;0,538;0,566;0,586
observation;428;0,163;0,218;0,273;0,328;0,378;0,427;0,476;0,518;0,544;0,564
observation;428,5;0,158;0,211;0,263;0,316;0,365;0,412;0,459;0,499;0,525;0,543
observation;429;0,153;0,204;0,254;0,305;0,352;0,398;0,443;0,482;0,506;0,524
observation;429,5;0,148;0,197;0,245;0,294;0,34;0,384;0,427;0,465;0,488;0,505
observation;430;0,143;0,19;0,237;0,284;0,328;0,37;0,412;0,448;0,47;0,486
observation;430,5;0,139;0,184;0,228;0,274;0,315;0,356;0,396;0,431;0,453;0,468
observation;431;0,134;0,177;0,219;0,263;0,303;0,341;0,381;0,414;0,435;0,449
observation;431,5;0,129;0,17;0,21;0,252;0,29;0,327;0,364;0,396;0,416;0,43
observation;432;0,124;0,163;0,202;0,242;0,278;0,313;0,349;0,38;0,399;0,412
observation;432,5;0,119;0,157;0,194;0,232;0,267;0,3;0,335;0,365;0,383;0,395
observation;433;0,115;0,151;0,186;0,223;0,256;0,288;0,322;0,35;0,367;0,379
observation;433,5;0,111;0,145;0,179;0,214;0,246;0,277;0,309;0,336;0,352;0,363
observation;434;0,107;0,14;0,171;0,205;0,236;0,265;0,295;0,321;0,337;0,347
observation;434,5;0,103;0,134;0,164;0,196;0,226;0,253;0,283;0,307;0,322;0,332
observation;435;0,098;0,128;0,157;0,188;0,216;0,242;0,27;0,294;0,308;0,317
observation;435,5;0,094;0,123;0,15;0,179;0,206;0,231;0,258;0,28;0,294;0,302
observation;436;0,091;0,118;0,144;0,171;0,197;0,22;0,246;0,268;0,28;0,288
observation;436,5;0,087;0,113;0,137;0,164;0,188;0,21;0,235;0,255;0,267;0,275
observation;437;0,084;0,108;0,132;0,157;0,18;0,201;0,225;0,245;0,256;0,263
observation;437,5;0,08;0,103;0,125;0,149;0,171;0,191;0,214;0,233;0,243;0,249
observation;438;0,077;0,099;0,119;0,142;0,163;0,182;0,203;0,221;0,231;0,237
observation;438,5;0,073;0,094;0,114;0,135;0,155;0,173;0,193;0,21;0,22;0,225
observation;439;0,07;0,09;0,108;0,128;0,147;0,164;0,184;0,2;0,209;0,214
observation;439,5;0,067;0,085;0,103;0,122;0,14;0,156;0,174;0,19;0,199;0,203
observation;440;0,064;0,081;0,098;0,116;0,133;0,148;0,166;0,18;0,189;0,193
observation;440,5;0,061;0,077;0,093;0,11;0,126;0,14;0,158;0,172;0,179;0,183
observation;441;0,058;0,074;0,088;0,104;0,12;0,133;0,15;0,163;0,17;0,174
observation;441,5;0,055;0,07;0,083;0,099;0,113;0,126;0,142;0,154;0,161;0,164
observation;442;0,052;0,066;0,079;0,093;0,107;0,119;0,134;0,146;0,152;0,155
observation;442,5;0,05;0,063;0,075;0,089;0,101;0,113;0,127;0,138;0,144;0,147
observation;443;0,047;0,06;0,071;0,084;0,096;0,107;0,121;0,131;0,137;0,139
observation;443,5;0,045;0,056;0,067;0,08;0,091;0,102;0,114;0,124;0,129;0,132
observation;444;0,043;0,053;0,063;0,075;0,086;0,096;0,108;0,117;0,122;0,124
observation;444,5;0,04;0,05;0,06;0,071;0,081;0,09;0,102;0,111;0,115;0,117
observation;445;0,038;0,047;0,056;0,067;0,077;0,085;0,096;0,104;0,108;0,11
observation;445,5;0,036;0,045;0,053;0,063;0,072;0,08;0,091;0,099;0,102;0,104
observation;446;0,034;0,042;0,05;0,06;0,068;0,076;0,086;0,093;0,097;0,098
observation;446,5;0,032;0,04;0,047;0,056;0,064;0,071;0,081;0,088;0,091;0,092
observation;447;0,031;0,038;0,044;0,053;0,06;0,067;0,076;0,082;0,086;0,087
observation;447,5;0,029;0,035;0,042;0,049;0,057;0,063;0,071;0,078;0,081;0,082
observation;448;0,027;0,033;0,039;0,046;0,053;0,059;0,067;0,073;0,076;0,077
observation;448,5;0,026;0,031;0,037;0,043;0,05;0,055;0,063;0,069;0,071;0,072
observation;449;0,024;0,029;0,034;0,041;0,047;0,052;0,059;0,065;0,067;0,068
observation;449,5;0,023;0,027;0,032;0,038;0,044;0,049;0,056;0,061;0,063;0,064
observation;450;0,021;0,026;0,03;0,036;0,041;0,046;0,053;0,057;0,059;0,059
observation;450,5;0,02;0,024;0,028;0,033;0,039;0,043;0,049;0,053;0,055;0,056
observation;451;0,018;0,022;0,026;0,031;0,036;0,04;0,046;0,05;0,052;0,052
observation;451,5;0,017;0,021;0,024;0,029;0,034;0,037;0,043;0,047;0,049;0,049
observation;452;0,016;0,019;0,022;0,027;0,032;0,035;0,04;0,044;0,045;0,045
observation;452,5;0,015;0,018;0,021;0,025;0,029;0,032;0,038;0,041;0,042;0,042
observation;453;0,014;0,016;0,019;0,023;0,027;0,03;0,035;0,038;0,039;0,039
observation;453,5;0,013;0,015;0,017;0,021;0,025;0,028;0,033;0,035;0,037;0,036
observation;454;0,012;0,014;0,016;0,02;0,023;0,026;0,03;0,033;0,034;0,034
observation;454,5;0,011;0,012;0,015;0,018;0,022;0,024;0,028;0,03;0,032;0,031
observation;455;0,01;0,012;0,013;0,016;0,02;0,022;0,026;0,028;0,029;0,029
observation;455,5;0,009;0,01;0,012;0,015;0,018;0,02;0,024;0,026;0,027;0,027
observation;456;0,008;0,009;0,011;0,014;0,017;0,018;0,022;0,024;0,025;0,025
observation;456,5;0,007;0,008;0,01;0,012;0,015;0,017;0,02;0,022;0,023;0,023
observation;457;0,006;0,007;0,009;0,011;0,014;0,015;0,019;0,02;0,021;0,021
observation;457,5;0,005;0,006;0,008;0,01;0,013;0,014;0,017;0,019;0,02;0,019
observation;458;0,005;0,006;0,007;0,009;0,012;0,013;0,016;0,017;0,018;0,018
observation;458,5;0,004;0,005;0,006;0,008;0,01;0,011;0,014;0,016;0,016;0,016
observation;459;0,003;0,004;0,005;0,007;0,009;0,01;0,013;0,014;0,015;0,015
observation;459,5;0,003;0,003;0,004;0,006;0,008;0,009;0,012;0,013;0,014;0,013
observation;460;0,002;0,003;0,003;0,005;0,007;0,008;0,011;0,012;0,012;0,012
observation;460,5;0,002;0,002;0,003;0,004;0,007;0,007;0,01;0,011;0,011;0,011
observation;461;0,001;0,002;0,002;0,003;0,006;0,006;0,009;0,009;0,01;0,01
observation;461,5;0,001;0,001;0,001;0,003;0,005;0,005;0,008;0,008;0,009;0,008
observation;462;0;0;0,001;0,002;0,004;0,004;0,007;0,007;0,008;0,007
observation;462,5;0;0;0;0,001;0,003;0,004;0,006;0,006;0,007;0,006
observation;463;-0,001;-0,001;0;0,001;0,003;0,003;0,005;0,005;0,006;0,006
observation;463,5;-0,001;-0,001;-0,001;0;0,002;0,002;0,004;0,005;0,005;0,005
observation;464;-0,001;-0,001;-0,001;0;0,001;0,002;0,004;0,004;0,004;0,004
observation;464,5;-0,002;-0,002;-0,002;-0,001;0,001;0,001;0,003;0,003;0,004;0,003
observation;465;-0,002;-0,002;-0,002;-0,002;0;0,001;0,002;0,002;0,003;0,003
observation;465,5;-0,002;-0,003;-0,003;-0,002;0;0;0,002;0,002;0,002;0,002
observation;466;-0,003;-0,003;-0,003;-0,002;-0,001;0;0,001;0,001;0,002;0,001
observation;466,5;-0,003;-0,003;-0,003;-0,003;-0,001;-0,001;0,001;0,001;0,001;0,001
observation;467;-0,003;-0,003;-0,004;-0,003;-0,002;-0,001;0;0;0;0
observation;467,5;-0,004;-0,004;-0,004;-0,004;-0,002;-0,002;0;-0,001;0;0
observation;468;-0,004;-0,004;-0,004;-0,004;-0,003;-0,002;-0,001;-0,001;-0,001;-0,001
observation;468,5;-0,004;-0,004;-0,005;-0,004;-0,003;-0,003;-0,001;-0,001;-0,001;-0,001
observation;469;-0,004;-0,004;-0,005;-0,005;-0,003;-0,003;-0,002;-0,002;-0,001;-0,002
observation;469,5;-0,004;-0,005;-0,005;-0,005;-0,004;-0,003;-0,002;-0,002;-0,002;-0,002
observation;470;-0,005;-0,005;-0,005;-0,005;-0,004;-0,004;-0,003;-0,003;-0,002;-0,002
observation;470,5;-0,005;-0,005;-0,006;-0,005;-0,004;-0,004;-0,003;-0,003;-0,003;-0,003
observation;471;-0,005;-0,005;-0,006;-0,006;-0,005;-0,004;-0,003;-0,003;-0,003;-0,003
observation;471,5;-0,005;-0,006;-0,006;-0,006;-0,005;-0,005;-0,004;-0,004;-0,003;-0,003
observation;472;-0,005;-0,006;-0,006;-0,006;-0,005;-0,005;-0,004;-0,004;-0,004;-0,004
observation;472,5;-0,005;-0,006;-0,006;-0,006;-0,005;-0,005;-0,004;-0,004;-0,004;-0,004
observation;473;-0,006;-0,006;-0,006;-0,007;-0,006;-0,005;-0,004;-0,005;-0,004;-0,004
observation;473,5;-0,006;-0,006;-0,007;-0,007;-0,006;-0,005;-0,005;-0,005;-0,005;-0,005
observation;474;-0,006;-0,006;-0,007;-0,007;-0,006;-0,006;-0,005;-0,005;-0,005;-0,005
observation;474,5;-0,006;-0,006;-0,007;-0,007;-0,006;-0,006;-0,005;-0,005;-0,005;-0,005
observation;475;-0,006;-0,006;-0,007;-0,007;-0,007;-0,006;-0,005;-0,006;-0,005;-0,005
observation;475,5;-0,006;-0,006;-0,007;-0,007;-0,007;-0,006;-0,006;-0,006;-0,005;-0,005
observation;476;-0,006;-0,007;-0,007;-0,008;-0,007;-0,007;-0,006;-0,006;-0,006;-0,006
observation;476,5;-0,006;-0,007;-0,007;-0,008;-0,007;-0,007;-0,006;-0,006;-0,006;-0,006
observation;477;-0,007;-0,007;-0,007;-0,008;-0,007;-0,007;-0,006;-0,006;-0,006;-0,006
observation;477,5;-0,007;-0,007;-0,007;-0,008;-0,007;-0,007;-0,006;-0,006;-0,006;-0,006
observation;478;-0,007;-0,007;-0,007;-0,008;-0,007;-0,007;-0,006;-0,007;-0,006;-0,006
observation;478,5;-0,007;-0,007;-0,007;-0,008;-0,008;-0,007;-0,006;-0,007;-0,006;-0,006
observation;479;-0,007;-0,007;-0,007;-0,008;-0,008;-0,007;-0,007;-0,007;-0,007;-0,006
observation;479,5;-0,007;-0,007;-0,007;-0,008;-0,008;-0,007;-0,007;-0,007;-0,007;-0,007
observation;480;-0,007;-0,007;-0,007;-0,008;-0,008;-0,007;-0,007;-0,007;-0,007;-0,007
observation;480,5;-0,007;-0,007;-0,007;-0,008;-0,008;-0,008;-0,007;-0,007;-0,007;-0,007
observation;481;-0,007;-0,007;-0,007;-0,009;-0,008;-0,008;-0,007;-0,008;-0,007;-0,007
observation;481,5;-0,007;-0,007;-0,007;-0,009;-0,008;-0,008;-0,007;-0,008;-0,007;-0,007
observation;482;-0,007;-0,007;-0,007;-0,009;-0,008;-0,008;-0,007;-0,008;-0,007;-0,007
observation;482,5;-0,007;-0,007;-0,007;-0,009;-0,008;-0,008;-0,007;-0,008;-0,007;-0,007
observation;483;-0,007;-0,007;-0,007;-0,009;-0,008;-0,008;-0,008;-0,008;-0,007;-0,007
observation;483,5;-0,007;-0,007;-0,007;-0,009;-0,008;-0,008;-0,008;-0,008;-0,007;-0,007
observation;484;-0,007;-0,007;-0,007;-0,009;-0,008;-0,008;-0,008;-0,008;-0,008;-0,007
observation;484,5;-0,007;-0,007;-0,007;-0,009;-0,009;-0,008;-0,008;-0,008;-0,008;-0,007
observation;485;-0,008;-0,007;-0,007;-0,009;-0,009;-0,008;-0,008;-0,008;-0,008;-0,008
observation;485,5;-0,008;-0,007;-0,007;-0,009;-0,009;-0,008;-0,008;-0,008;-0,008;-0,008
observation;486;-0,008;-0,007;-0,007;-0,009;-0,009;-0,008;-0,008;-0,008;-0,008;-0,008
observation;486,5;-0,008;-0,007;-0,007;-0,009;-0,009;-0,008;-0,008;-0,008;-0,008;-0,008
observation;487;-0,008;-0,007;-0,007;-0,009;-0,009;-0,008;-0,008;-0,008;-0,008;-0,008
observation;487,5;-0,008;-0,007;-0,007;-0,009;-0,009;-0,008;-0,008;-0,008;-0,008;-0,008
observation;488;-0,008;-0,007;-0,007;-0,009;-0,009;-0,008;-0,008;-0,008;-0,008;-0,008
observation;488,5;-0,008;-0,007;-0,007;-0,009;-0,009;-0,008;-0,008;-0,008;-0,008;-0,008
