"tot","tot","tot","tot"
"M","L","H","series"
"0","0","1.249e-09","a"
"0.01451","0.004294","0.01305","a"
"0.01486","0","0.01249","b"
"0.01451","0.004302","0.01306","b"
"0.01486","0","0.03951","c"
"0.01451","0.003599","0.03919","c"
"0.01486","0","0.03951","d"
"0.0145","0.003653","0.03919","d"
