data;wavelength;1;2;3;4;5;6;7;8;9;10
observation;306;0,077;0,097;0,106;0,119;0,144;0,155;0,171;0,172;0,19;0,209
observation;306,5;0,078;0,097;0,105;0,118;0,143;0,153;0,168;0,17;0,187;0,206
observation;307;0,078;0,097;0,105;0,117;0,142;0,152;0,167;0,168;0,185;0,203
observation;307,5;0,079;0,098;0,105;0,117;0,141;0,151;0,166;0,167;0,183;0,201
observation;308;0,08;0,098;0,106;0,117;0,141;0,15;0,165;0,165;0,181;0,199
observation;308,5;0,081;0,099;0,106;0,117;0,14;0,15;0,164;0,164;0,18;0,198
observation;309;0,082;0,099;0,106;0,117;0,14;0,149;0,163;0,164;0,179;0,197
observation;309,5;0,083;0,1;0,107;0,117;0,141;0,149;0,163;0,164;0,179;0,196
observation;310;0,084;0,101;0,108;0,118;0,141;0,15;0,163;0,164;0,178;0,195
observation;310,5;0,085;0,102;0,108;0,118;0,141;0,15;0,163;0,164;0,178;0,195
observation;311;0,085;0,103;0,109;0,119;0,141;0,15;0,163;0,164;0,178;0,195
observation;311,5;0,086;0,103;0,11;0,119;0,142;0,15;0,163;0,164;0,178;0,195
observation;312;0,087;0,104;0,11;0,12;0,142;0,151;0,164;0,164;0,178;0,195
observation;312,5;0,089;0,105;0,111;0,121;0,143;0,151;0,165;0,165;0,179;0,195
observation;313;0,089;0,106;0,112;0,121;0,144;0,152;0,165;0,165;0,179;0,195
observation;313,5;0,09;0,107;0,113;0,122;0,145;0,153;0,166;0,166;0,18;0,196
observation;314;0,092;0,108;0,114;0,123;0,145;0,153;0,167;0,167;0,18;0,197
observation;314,5;0,093;0,109;0,115;0,124;0,146;0,154;0,168;0,168;0,181;0,198
observation;315;0,094;0,11;0,116;0,125;0,147;0,155;0,168;0,169;0,182;0,198
observation;315,5;0,095;0,111;0,117;0,126;0,148;0,156;0,17;0,17;0,183;0,199
observation;316;0,096;0,112;0,118;0,127;0,149;0,157;0,17;0,171;0,184;0,2
observation;316,5;0,097;0,113;0,119;0,128;0,15;0,158;0,171;0,172;0,185;0,201
observation;317;0,098;0,114;0,12;0,129;0,151;0,159;0,173;0,173;0,186;0,202
observation;317,5;0,099;0,116;0,121;0,13;0,152;0,16;0,174;0,174;0,187;0,203
observation;318;0,1;0,117;0,122;0,131;0,153;0,161;0,175;0,176;0,188;0,204
observation;318,5;0,101;0,117;0,123;0,132;0,154;0,163;0,176;0,177;0,189;0,206
observation;319;0,102;0,119;0,124;0,133;0,156;0,164;0,177;0,178;0,191;0,207
observation;319,5;0,103;0,119;0,125;0,134;0,157;0,165;0,178;0,179;0,192;0,207
observation;320;0,104;0,12;0,126;0,135;0,158;0,166;0,179;0,18;0,193;0,209
observation;320,5;0,105;0,121;0,127;0,136;0,159;0,167;0,18;0,181;0,194;0,21
observation;321;0,105;0,122;0,128;0,137;0,16;0,168;0,181;0,182;0,195;0,211
observation;321,5;0,106;0,123;0,129;0,138;0,161;0,169;0,182;0,184;0,196;0,212
observation;322;0,107;0,124;0,13;0,139;0,162;0,17;0,183;0,185;0,197;0,213
observation;322,5;0,108;0,125;0,13;0,14;0,162;0,171;0,185;0,186;0,198;0,214
observation;323;0,108;0,125;0,131;0,141;0,164;0,172;0,185;0,187;0,199;0,216
observation;323,5;0,109;0,126;0,132;0,142;0,164;0,173;0,186;0,188;0,2;0,216
observation;324;0,11;0,127;0,133;0,143;0,165;0,174;0,187;0,189;0,202;0,217
observation;324,5;0,11;0,127;0,133;0,143;0,166;0,175;0,188;0,19;0,202;0,219
observation;325;0,111;0,128;0,134;0,144;0,167;0,175;0,189;0,191;0,203;0,219
observation;325,5;0,111;0,129;0,135;0,145;0,168;0,176;0,19;0,192;0,204;0,22
observation;326;0,112;0,129;0,135;0,146;0,169;0,177;0,191;0,193;0,205;0,221
observation;326,5;0,112;0,13;0,136;0,146;0,169;0,178;0,192;0,194;0,206;0,222
observation;327;0,112;0,13;0,136;0,147;0,17;0,178;0,192;0,194;0,207;0,223
observation;327,5;0,113;0,13;0,137;0,147;0,17;0,179;0,193;0,195;0,207;0,223
observation;328;0,113;0,131;0,137;0,148;0,171;0,18;0,193;0,196;0,208;0,224
observation;328,5;0,113;0,131;0,137;0,148;0,171;0,18;0,194;0,196;0,208;0,225
observation;329;0,113;0,131;0,137;0,148;0,172;0,18;0,194;0,197;0,209;0,225
observation;329,5;0,113;0,131;0,138;0,149;0,172;0,181;0,195;0,197;0,209;0,225
observation;330;0,113;0,131;0,138;0,149;0,172;0,181;0,195;0,198;0,21;0,226
observation;330,5;0,113;0,132;0,138;0,149;0,173;0,182;0,195;0,198;0,21;0,226
observation;331;0,113;0,132;0,138;0,149;0,173;0,182;0,196;0,198;0,21;0,226
observation;331,5;0,113;0,131;0,138;0,149;0,173;0,182;0,196;0,198;0,21;0,227
