tot;tot
Alb;PLP
0,000004404;0,000047907
0,000008808;0,000047907
0,000013212;0,000047907
0,000017616;0,000047907
0,000022021;0,000047907
0,000026425;0,000047907
0,000030829;0,000047907
0,000035233;0,000047907
0,000039637;0,000047907
0,000044041;0,000047907
