"tot","tot","tot","tot","tot"
"M","L","H","OH","series"
"1e-09","0.0204","8.87085995327393e-13","0.02148","a"
"0.0102","0.0204","8.87085995327393e-13","0.02148","a"
"1e-09","0.0204","8.87085995327393e-13","0.02148","b"
"0.01019","0.0204","8.87085995327393e-13","0.02148","b"
"1e-09","0.0204","8.87085995327393e-13","0.02148","c"
"0.0102","0.0204","8.87085995327393e-13","0.02148","c"
