"particle","signal","1","2","3","4","5","6","7","8"
"L","C3",0.272016088939495,0.204735895089669,0.106058390710956,-0.024414312290304,-0.133994850628056,-0.171646420245438,-0.0865333505289243,0.119278958609797
"L","C4",0.0574593243312478,0.0307079440404721,0.00999845370030528,-0.0205284939281967,-0.033968184437299,-0.0416522076739767,-0.0191793354846084,0.0387894405030949
"L","C5",0.153927669334934,0.109419370029315,0.0510966772521897,-0.0199480229891265,-0.0852177024520699,-0.101490574425668,-0.0469762060858159,0.0758390926706909
"L","C6",-0.173580050316957,-0.143603076425734,-0.0218781704572564,-0.0109139139287606,0.178431092063533,0.149970269526222,0.0504078839136355,-0.12617561385818
"L","CH",0.0660908001160578,0.12132961277203,0.0735179214251787,0.0174183831484811,-0.0390270695072559,-0.08584786746448,-0.0779816337429224,0.0692104694207671
"L","Me",-0.0961667104671484,-0.0883402423330999,-0.0406257735498485,4.66992609844397e-05,0.0421211079239967,0.061089580959699,0.0295860208957528,-0.0345887257534407
"L","Men",-0.103349767361308,-0.0771795244891464,-0.0318765844981499,-0.00488857166781997,0.0613652784910528,0.0712934464582275,0.0369796352836289,-0.0531926367431055
