"H","L","OH","HL","HOH","HOHD"
1.446892869849e-13,0.0840417979570682,0.0787165210430993,0.00435820204295791,1.1389437303658,0.878006501408835
1.81575423081458e-13,0.0819360199200002,0.0630739770802656,0.00533221408009711,1.14526840737795,0.873157762458032
2.38183479400585e-13,0.079360182019812,0.0483315029807703,0.00677469798058662,1.15117655446196,0.868676482442243
3.3203462776464e-13,0.0759877888984062,0.0348296431028101,0.00904279810261407,1.15646475828169,0.864704257383367
5.00598748075959e-13,0.0711827933355141,0.0231875826657948,0.0127714566657234,1.16076748534047,0.861498976004383
8.17997299955399e-13,0.0641094953815223,0.0142250016198269,0.0187953266186186,1.16360129168796,0.859400902305089
1.40785393983795e-12,0.0544212355737964,0.00827332943049051,0.0274600704285614,1.16476394342933,0.85854305985449
2.48811859367484e-12,0.0427553515636356,0.00468074244116035,0.0381274014383094,1.16462423000541,0.858646054440546
