tot,tot
twoPH,PLP
2.164e-05,1.981e-04
4.329e-05,1.981e-04
6.493e-05,1.981e-04
8.658e-05,1.981e-04
1.082e-04,1.981e-04
1.299e-04,1.981e-04
1.515e-04,1.981e-04
1.732e-04,1.981e-04
1.948e-04,1.981e-04
2.164e-04,1.981e-04
