"M";"L";"H";"OH";"HL";"H2L";"ML-H";"ML-2H";"ML-3H";"ML2-2H";"ML2-1H";"HOHD";"HOH"
2,03215226706718e-26;0,0203669444720466;1,88789069571662e-12;0,0100930515468263;3,05423693959402e-06;1,02536755569614e-14;1,62519425827605e-16;1,88333871117992e-11;6,90162863814656e-10;2,90974085933081e-10;2,95006210349632e-14;1,00000152577458;0,999998474227751
5,02027324767142e-07;0,000417880940892637;1,1154759808756e-07;1,7168436474541e-07;0,00370265107102027;7,34468222460508e-07;0,00139418272309922;0,0027343838062526;1,69589613400714e-06;0,000866786297614311;0,00519244924957507;0,994967811340641;1,00505763965628
2,03215226706718e-26;0,0203669444720466;1,88789069571662e-12;0,0100930515468263;3,05423693959402e-06;1,02536755569614e-14;1,62519425827605e-16;1,88333871117992e-11;6,90162863814656e-10;2,90974085933081e-10;2,95006210349632e-14;1,00000152577458;0,999998474227751
5,02027324767142e-07;0,000417880940892637;1,1154759808756e-07;1,7168436474541e-07;0,00370265107102027;7,34468222460508e-07;0,00139418272309922;0,0027343838062526;1,69589613400714e-06;0,000866786297614311;0,00519244924957507;0,994967811340641;1,00505763965628
2,03215226706718e-26;0,0203669444720466;1,88789069571662e-12;0,0100930515468263;3,05423693959402e-06;1,02536755569614e-14;1,62519425827605e-16;1,88333871117992e-11;6,90162863814656e-10;2,90974085933081e-10;2,95006210349632e-14;1,00000152577458;0,999998474227751
5,02027324767142e-07;0,000417880940892637;1,1154759808756e-07;1,7168436474541e-07;0,00370265107102027;7,34468222460508e-07;0,00139418272309922;0,0027343838062526;1,69589613400714e-06;0,000866786297614311;0,00519244924957507;0,994967811340641;1,00505763965628
