tot,tot
H,L
7.000e-07,3.542e-04
3.559e-04,3.559e-04
6.845e-04,3.528e-04
1.026e-03,3.563e-04
1.716e-03,3.559e-04
3.059e-03,3.540e-04
7.119e-03,3.542e-04
1.394e-02,3.539e-04
