Spectra calibrating plot PL
352,5	0,099	0,128	0,156
353	0,097	0,125	0,152
353,5	0,095	0,122	0,148
354	0,093	0,119	0,144
354,5	0,091	0,116	0,14
355	0,089	0,113	0,136
355,5	0,087	0,11	0,132
356	0,085	0,108	0,128
356,5	0,084	0,105	0,125
357	0,082	0,102	0,122
357,5	0,081	0,1	0,119
358	0,079	0,098	0,115
358,5	0,077	0,095	0,112
359	0,076	0,093	0,11
359,5	0,075	0,091	0,107
360	0,073	0,089	0,104
360,5	0,072	0,088	0,102
361	0,071	0,086	0,099
361,5	0,07	0,084	0,097
362	0,069	0,082	0,094
362,5	0,068	0,081	0,092
363	0,067	0,079	0,09
363,5	0,066	0,078	0,088
364	0,065	0,076	0,087
364,5	0,064	0,075	0,085
365	0,063	0,074	0,083
365,5	0,062	0,072	0,081
366	0,061	0,071	0,079
366,5	0,061	0,07	0,078
367	0,06	0,069	0,077
367,5	0,06	0,068	0,075
368	0,059	0,067	0,074
368,5	0,058	0,066	0,072
369	0,057	0,065	0,071
369,5	0,057	0,064	0,07
370	0,056	0,063	0,068
370,5	0,056	0,062	0,068
371	0,055	0,062	0,066
371,5	0,055	0,061	0,065
372	0,054	0,06	0,064
372,5	0,054	0,06	0,064
373	0,053	0,059	0,063
373,5	0,053	0,058	0,062
374	0,053	0,058	0,061
374,5	0,052	0,057	0,06
375	0,052	0,057	0,06
375,5	0,052	0,056	0,059
376	0,051	0,056	0,058
376,5	0,051	0,055	0,058
377	0,051	0,055	0,057
377,5	0,05	0,055	0,056
378	0,05	0,054	0,056
378,5	0,05	0,054	0,055
379	0,05	0,053	0,055
379,5	0,049	0,053	0,054
380	0,049	0,053	0,054
380,5	0,049	0,053	0,054
381	0,049	0,052	0,053
381,5	0,049	0,052	0,053
382	0,049	0,052	0,052
382,5	0,048	0,051	0,052
383	0,048	0,051	0,052
383,5	0,048	0,051	0,051
384	0,048	0,051	0,051
384,5	0,048	0,051	0,051
385	0,048	0,05	0,051
385,5	0,047	0,05	0,05
386	0,047	0,05	0,05
386,5	0,047	0,05	0,05
387	0,047	0,05	0,05
387,5	0,047	0,05	0,049
388	0,047	0,049	0,049
388,5	0,047	0,049	0,049
389	0,047	0,049	0,049
389,5	0,047	0,049	0,049
390	0,047	0,049	0,048
390,5	0,047	0,049	0,048
391	0,046	0,049	0,048
391,5	0,046	0,049	0,048
392	0,046	0,048	0,048
392,5	0,046	0,048	0,048
393	0,046	0,048	0,048
393,5	0,046	0,048	0,047
394	0,046	0,048	0,047
394,5	0,046	0,048	0,047
395	0,046	0,048	0,047
395,5	0,046	0,048	0,047
396	0,046	0,048	0,047
396,5	0,046	0,048	0,047
397	0,046	0,048	0,047
397,5	0,046	0,048	0,047
398	0,046	0,048	0,047
398,5	0,046	0,047	0,046
399	0,045	0,047	0,046
399,5	0,045	0,047	0,046
400	0,045	0,047	0,046
