"";"molecule1";"molecule2";"molecule3"
"1";1,70442722435826e-08;7,83865541920115e-09;2,16840434497101e-14
"2";1,56876009578533e-08;7,47572663495344e-10;2,7079033459998e-13
"3";1,51246203061728e-13;1,21430643318376e-15;-3,46944695195361e-16
