"";"molecule1_1";"molecule2_1";"molecule3_1";"molecule1 + molecule2_1";"molecule2 + molecule3_1";"molecule2 + molecule3_2";"- molecule1 + molecule3_1";"- molecule1_1"
"1";0,000802465433102749;0,00830320353744171;0,00783375109513148;0,00919754704352848;0,00183322365441271;0,000333012960695103;1,22897609249028e-08;1,64275828487632e-11
"2";4,70987687297798e-05;0,0146594364780695;0,00646959636802895;0,000953074455771112;0,00267297232499407;0,00085725837805837;1,72928921316219e-07;2,79891974696759e-10
"3";7,80898394322719e-06;0,00861070920469076;0,00388029752034752;9,2818266382398e-05;0,000941681305983629;0,000177395611471615;6,25562197233637e-07;1,68812837641924e-09
