"wavelength","S1","S2","S3","S4","S5","S6","S7","S8"
"200",1.14941737327191,1.54289876451074,1.63781189753295,1.68384270020827,1.70338622338255,1.71146026802253,1.74347082889895,1.78869693469243
"300",2.70361826433585,2.38169180021314,2.25461342894694,2.23501957780209,2.18355172142699,2.11158372409094,2.02114928498915,1.98878619115321
