"particle","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15"
"H",1.16332932394607,0.947859440090355,0.473825850714491,-0.0360550605020649,-0.0625128231430381,-0.377596680905356,-0.246014030410549,-0.178838748230504,-0.23077704896852,-0.378295964480628,-0.0118195628013211,0.0403828633006356,0.349089409004193,0.180136365662207,0.144813593309749
