"particle","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15"
"H",227.863329323946,226.14785944009,224.073825850714,221.763944939498,220.037487176857,218.222403319095,216.353985969589,214.22116125177,211.969222951031,210.021704035519,208.488180437199,206.940382863301,205.449089409004,203.880136365662,201.94481359331
