"particle","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15"
"H",0.00513158060849613,0.00420896731834083,0.0021190780443403,-0.000162556629856018,-0.000284020096061054,-0.00172734071777381,-0.00113579884769413,-0.000834135952567649,-0.00108754499985165,-0.00179798462205622,-5.66885506058567e-05,0.000195180586276634,0.0017020449000692,0.000884321873648538,0.000717609481217785
