"cnst","dev","validity"
"0","0","OK"
"0","0","OK"
"0","0","OK"
"1.99","0","OK"
"2.3659200668335","0.0402393168972355","OK"
"3.43972206115723","0.0870552965783153","OK"
"-9.86","0","OK"
"-13.82","0","OK"
