"particle";"signal";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26"
"tBu_TPP";"a";0,000699999999998813;0,00202939035684313;0,00416937098367454;0,00527174297678679;0,00589613473179051;0,00711060899317273;0,00799107607063787;0,007197249642374;0,00585923944651201;0,00442805432037829;0,00264617532284772;0,00149473516096554;0,000565981944672167;-0,0015667304773137;-0,00255909846509939;-0,0030258668102543;-0,0042618622618722;-0,00475769486565136;-0,00516885228981456;-0,0047084662389274;-0,00338229160097159;-0,00283282495686299;-0,000472893678661102;0,00236091989103349;0,00478584950916083;0,00718713873331689
