"particle";"signal";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26"
"tBu_TPP";"a";-0,000254480677645259;-0,000737129184135386;-0,0015123951623892;-0,00191012101046661;-0,00213403841318561;-0,00256997578183198;-0,00288424026226733;-0,00259556768811497;-0,00211136155328169;-0,00159425898123431;-0,000951964356890212;-0,000537133520542455;-0,000203137586918443;0,000561854214564714;0,00091658254480637;0,00108221273614245;0,00152252867314668;0,00169729758683292;0,00184141513709104;0,00167465721970672;0,00120071411870197;0,0010040138071462;0,000167259816312772;-0,00083304043295349;-0,0016853363063566;-0,00252605747691441
