"particle";"signal";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26"
"tBu_TPP";"a";-2,75;-2,75107060964316;-2,75263062901633;-2,75462825702321;-2,75700386526821;-2,75968939100683;-2,76260892392936;-2,76570275035763;-2,76924076055349;-2,77307194567962;-2,77705382467715;-2,78130526483903;-2,78563401805533;-2,79006673047731;-2,7945590984651;-2,79902586681025;-2,80346186226187;-2,80785769486565;-2,81216885228981;-2,81630846623893;-2,82028229160097;-2,82433282495686;-2,82777289367866;-2,83173908010897;-2,83491415049084;-2,83801286126668
