"label";"residuals.abs";"residuals.rel"
332,5;0,00347397978599125;0,219872138353876
333;0,00275302074924809;0,175351640079496
333,5;0,00174352727377837;0,108970454611148
334;0,00123714988542795;0,0778081688948396
334,5;0,000626022166914757;0,0391263854321723
335;0,000102754229900737;0,00638225030439363
335,5;-0,000439576664293461;-0,0269678935149363
336;-0,000907437936650723;-0,0549962385848923
336,5;-0,00130685559552575;-0,0782548260793864
337;-0,00174342985669604;-0,102554697452708
337,5;-0,00232235214350809;-0,132705836771891
338;-0,00274842315674283;-0,153543193114124
338,5;-0,00292607172913669;-0,161661421499265
339;-0,00315937420517999;-0,171705119846739
339,5;-0,00345207411248652;-0,183620963430134
340;-0,00380760191634931;-0,197285073385975
340,5;-0,00382909467377517;-0,196363829424368
341;-0,00391941542707704;-0,1979502740948
341,5;-0,00438117219979485;-0,213715717063164
342;-0,00451673647915094;-0,216111793260811
342,5;-0,00452826108929996;-0,213597221193394
343;-0,00451769737822097;-0,210125459452138
343,5;-0,00458681165816424;-0,209443454710696
344;-0,00463720085508225;-0,207946226685303
344,5;-0,00477030733644637;-0,20922400598449
345;-0,00508743289929741;-0,216486506353081
345,5;-0,00508975191134548;-0,212960331018639
346;-0,00517832360747818;-0,212226377355663
346,5;-0,00505410355222851;-0,2046195770133
347;-0,00511795428567485;-0,203093424034716
347,5;-0,00517065517598411;-0,201192808404051
348;-0,00491291150645704;-0,189687702952009
348,5;-0,00504536282858896;-0,190391050135433
349;-0,00496859061541427;-0,184705970833244
349,5;-0,00488312525135532;-0,178869056826202
350;-0,00468945239603854;-0,169907695508643
350,5;-0,00478801876016166;-0,169787899296513
351;-0,00497923733158213;-0,172291949189693
351,5;-0,00506349208942638;-0,171643799641572
352;-0,00514114224326965;-0,170802067882713
352,5;-0,00501252603337234;-0,164345115848273
353;-0,00507796412664609;-0,163278589281225
353,5;-0,0051377626415164;-0,16207453127812
354;-0,00499221583319833;-0,155520742467238
354,5;-0,00524160846915419;-0,15931940635727
355;-0,00508621792269274;-0,15273927695774
355,5;-0,00502631601083461;-0,148707574285048
356;-0,00496217060073512;-0,144669696814435
356,5;-0,00499404700714685;-0,143095902783577
357;-0,00502220920164147;-0,141470681736379
357,5;-0,00484692085260633;-0,135011722913825
358;-0,00486844621340051;-0,13338208803837
358,5;-0,00478705087450555;-0,129379753365015
359;-0,00470300239404333;-0,125413397174489
359,5;-0,00471657081966385;-0,123794509702463
360;-0,0048280291135277;-0,124433740039374
360,5;-0,00453765349092591;-0,116052518949512
361;-0,00444572368198828;-0,112265749545159
361,5;-0,00415252312493264;-0,104073261276507
362;-0,00415833909839373;-0,102675039466512
362,5;-0,00406346279954253;-0,0991088487693301
363;-0,00386818937395639;-0,0934345259409757
363,5;-0,0037728179025258;-0,0900433866951265
364;-0,00347765135007771;-0,0824087997648746
364,5;-0,00348299647985535;-0,0813784224265268
365;-0,00348916373751315;-0,0803954778228837
365,5;-0,00349646710785956;-0,0794651615422628
366;-0,00340522394720486;-0,0765218864540417
366,5;-0,00331575479384048;-0,0736834398631219
367;-0,00302838315888772;-0,0668517253617599
367,5;-0,00294343529950077;-0,0642671462773095
368;-0,00286123997619127;-0,0617978396585587
368,5;-0,00268212819585143;-0,0574331519454268
369;-0,00270643294189034;-0,0572184554310854
369,5;-0,00243448889275805;-0,0511447246377742
370;-0,00206663213001349;-0,0432349817994454
370,5;-0,00200319983699017;-0,041474116707871
371;-0,00204452998902884;-0,0418104292234937
371,5;-0,00179096103617393;-0,0364016470767059
372;-0,0018428315791705;-0,0370046501841466
372,5;-0,00170048003954827;-0,0338741043734715
373;-0,00156424432453809;-0,0309139194572745
373,5;-0,00133446148753175;-0,026217318026164
374;-0,00111146738476829;-0,0217083473587557
374,5;-0,00109559632890731;-0,0211914183541065
375;-0,000987180740130898;-0,0189478069123013
375,5;-0,00098655079540131;-0,0187557185437511
376;-0,000894034076488907;-0,0168685674809228
376,5;-0,000609955217375259;-0,0114653236348733
377;-0,000334635551627965;-0,00626658336381958
377,5;-0,000168392760336825;-0,00313580559286452
378;-1,15405211951192e-05;-0,00021371335546517
378,5;3,56118406959552e-05;0,000654629424558
379;7,27596997263172e-05;0,00132773174683061
379,5;0,000299603473811652;0,00544733588748458
380;0,000415848965000611;0,00751987278482117
380,5;0,000621207696097255;0,0111929314612118
381;0,000815397242747082;0,0146390887387268
381,5;0,000898141560441587;0,0160382421507426
382;0,00116917130590343;0,0208408432424854
382,5;0,00142822415232186;0,025413241144517
383;0,00167504509791697;0,0297521331779214
383,5;0,00170938676732051;0,030201179634638
384;0,00183100970527141;0,0322360863604121
384,5;0,00193968266213522;0,0340295203883372
385;0,00203518287076897;0,0355801201183386
385,5;0,00211729631426558;0,0368866953704804
386;0,00218581798412615;0,037948228891079
386,5;0,00234055212842307;0,0405641616711103
387;0,00238131248953261;0,0411280222717203
387,5;0,00230792253103207;0,0396550263063929
388;0,00232021565337417;0,0397297200920234
388,5;0,00231803539796931;0,0395569180540838
389;0,00240123563932535;0,0409069103803297
389,5;0,0024696807649145;0,0420013735529677
390;0,00282324584245699;0,0481782566972182
390,5;0,00286181677433252;0,0487532670244042
391;0,0028852904388524;0,0490695652866055
391,5;0,00309357481814702;0,0527014449428793
392;0,00308658911244687;0,0524930121164434
392,5;0,00276426384055827;0,0466936459553762
393;0,00242654092635876;0,0407137739321939
393,5;0,00247337377116148;0,0414995599188167
394;0,00240472731182218;0,0402801894777585
394,5;0,00222057806448765;0,0370714201083079
395;0,00202091415390866;0,0336258594660342
395,5;0,00180573532826678;0,0299458595069117
396;0,00187505295948865;0,0311470591277184
396,5;0,00202889002904737;0,0338148338174561
397;0,00196728109927587;0,0327880183212644
397,5;0,00189027227024224;0,0315045378373706
398;0,00199792112226234;0,0334100522117448
398,5;0,00189029664415027;0,0316103117750881
399;0,00176747914733151;0,02955650748046
399,5;0,00142956016596874;0,0238260027661456
400;0,00117664234327389;0,0195780755952394
400,5;0,000908839304204462;0,015096998408712
401;0,000726275514764708;0,0120643773216729
401,5;0,00022908612815592;0,00378654757282512
402;1,74168180418766e-05;0,000287881289948373
402,5;-0,000408576400782699;-0,00673107744287808
403;-0,00064872736401142;-0,0106874359804188
403,5;-0,00090285996140408;-0,0148741344547624
404;-0,00107078835197379;-0,017669774785046
404,5;-0,00115231719041547;-0,0190780991790642
405;-0,000947241864389575;-0,0158137206075054
405,5;-0,000655348742257686;-0,0110514121797249
406;-7,64154308503032e-05;-0,00130848340497094
406,5;0,000289788957168455;0,00502233894572712
407;0,000243503526788827;0,0042422217210597
407,5;0,000284975315459353;0,00499956693788338
408;0,000314458999682583;0,00555581271523999
408,5;0,000432216593889735;0,00770439561300776
409;0,000438517142092316;0,0078728391758046
409,5;0,000633636402817654;0,0114997532271807
410;0,000717856527844098;0,0131475554550201
410,5;0,000891465735258695;0,0165086247270129
411;0,00105475797736625;0,0197520220480572
411,5;0,00120803260398417;0,022879405378488
412;0,0013515940216608;0,0258926057789424
412,5;0,00148575134935863;0,0287936308015238
413;0,00151081807114482;0,0295659113726971
413,5;0,00152711168643273;0,0301800728544019
414;0,0015349533583174;0,0306377915831817
414,5;0,00153466756054652;0,0309408782368249
415;0,00152658172366612;0,0310912774677417
415,5;0,00171102588087629;0,0353517743982705
416;0,00178833231412778;0,0374128099189911
416,5;0,00185883520098481;0,0393821017157798
417;0,00192287026277254;0,0412633103599257
417,5;0,00188077441452045;0,040797709642526
418;0,00183288541720382;0,0401948556404346
418,5;0,0018795415327767;0,0417675896172601
419;0,00202108118247906;0,0456226000559607
419,5;0,00215784260888963;0,0494918029561843
420;0,00229016354218431;0,0533837655520818
420,5;0,00211838087104706;0,0498442557893427
421;0,00194283031866673;0,0461479885669057
421,5;0,00196384612423917;0,0473215933551608
422;0,00198176073037927;0,0484538075887352
422,5;0,00189690447683184;0,0469530811096989
423;0,0018096053008546;0,0453535163121455
423,5;0,00172018844462977;0,0436596051936491
424;0,00162897617004372;0,0418759940885275
424,5;0,00163628748115684;0,0427229107351656
425;0,00154243785466794;0,0408052342504746
425,5;0,00144773897865897;0,0388133774439402
426;0,00125249849988766;0,0339430487774433
426,5;0,00105701977987688;0,028959446024024
427;0,000861601660030326;0,0238670819952999
427,5;0,000566538235985119;0,0158250903906458
428;0,000572118641392665;0,0162533704941098
428,5;0,00037862684129971;0,0108800816465434
429;0,000186341435282011;0,00541690218843056
429,5;9,55354704638978e-05;0,00281815547091144
430;-9,35237354624252e-05;-0,00279175329738583
430,5;-0,000180574761123362;-0,00547196245828368
431;-0,00026536223818064;-0,00816499194401969
431,5;-0,000447636997821681;-0,0139450778137595
432;-0,000427156206985704;-0,0135605145074827
432,5;-0,000603683494306305;-0,0194110448330002
433;-0,000776989065769052;-0,0253090900901971
433,5;-0,000946849810100903;-0,0312491686501948
434;-0,00111304939392529;-0,037225732238304
434,5;-0,00137537834673415;-0,0464654846869645
435;-0,0016336341357447;-0,0557554312540854
435,5;-0,00188762123072495;-0,0650903872663777
436;-0,00213715115888763;-0,0744651971737849
436,5;-0,00238204254996769;-0,0838747376749185
437;-0,00252212117161288;-0,0900757561290315
437,5;-0,0028572199552314;-0,102777696231345
438;-0,00288717901245376;-0,105757472983654
438,5;-0,00291184564237964;-0,10865095680521
439;-0,00313107432979209;-0,118153748294041
439,5;-0,00324472673453403;-0,124319031974484
440;-0,00325267167225229;-0,127057487197355
440,5;-0,00345478508672569;-0,136552770226312
441;-0,00385095001400296;-0,152815476746149
441,5;-0,00394105653858555;-0,158913570104256
442;-0,00402500174189925;-0,164959087782756
442,5;-0,00410268964330567;-0,170945401804403
443;-0,00427403113391247;-0,180338866409809
443,5;-0,00443894390344746;-0,189698457412285
444;-0,00459735236046708;-0,199019582704203
444,5;-0,00474918754617566;-0,208297699393669
445;-0,00479438704213574;-0,214035135809631
445,5;-0,00493289487215371;-0,223207912767136
446;-0,00496466139862828;-0,228786239568124
446,5;-0,00508964321365163;-0,23783379503045
447;-0,00510780302515506;-0,243228715483574
447,5;-0,00511910953839227;-0,248500463028751
448;-0,00522353733305381;-0,257317110002651
448,5;-0,00542106673630661;-0,269704812751573
449;-0,00551168369205166;-0,278367863234933
449,5;-0,00579537962669201;-0,294181706938681
450;-0,00627215131170155;-0,316775318772805
