"M";"L";"H";"HL";"H2L";"ML"
7,14307360956527e-23;0,00184418524863085;5,84396962418032e-06;0,00303747347236249;2,13412790066673e-05;9,99285692639072e-20
0,00274598096943696;1,70953017716284e-06;0,0010950776551556;0,000527620533675191;0,000694650905584652;0,00356101903056305
7,14307360963455e-23;0,00184418524863085;5,84396962418031e-06;0,00303747347236248;2,13412790066673e-05;9,99285692648757e-20
0,00288180514529715;1,6386439290458e-06;0,00111613413632572;0,000515467139061911;0,000691699362306243;0,00358219485470286
7,14307364119309e-23;0,00184418524863085;5,84396962418031e-06;0,00303747347236248;2,13412790066673e-05;9,9928569706367e-20
0,00183139423657273;2,47154536406907e-06;0,000929902497787138;0,00064774788020445;0,000724174811004231;0,00343360576342728
