"";"molecule1_1";"molecule2_1";"molecule1 + molecule2_1";"molecule1 + molecule2_2"
"1";0,060221507767779;5,3108244175902e-08;4,12015512928731e-05;0,000358645340484335
"2";0,0599529770393415;9,37271332748389e-08;7,23895850794846e-05;0,000627316687831008
"3";0,0591267017748701;1,3447930611006e-07;0,000102432816263386;0,000875432704482805
"4";0,0592372541395083;2,05527743503209e-07;0,000156843084036124;0,0013429513883617
"5";0,0582218844310663;2,81745039245558e-07;0,000211320941006827;0,00177839731413314
"6";0,00022451957082663;0,000247777454472839;0,000716664661897442;2,32578836564803e-05
"7";0,000524099776735734;0,00107282994206379;0,00724343989260827;0,00054873016532813
