"V1","V2","V3"
0.0464256301577262,0.00877003388346542,0.00699324641873256
0.0383633630193642,0.00648412917289198,-0.00035400040658351
0.0110460730901898,-0.00706487617542351,-0.0158020506074296
-0.00871055270142285,-0.00467563798857884,0.00396642533053282
0.0126250329162148,0.00704682561644709,0.0115891484404542
-0.0620221595943011,-0.022413300276078,0.00466839669752561
-0.0394747620299181,-0.0209138054018925,-0.000263016248491343
-0.0238954149663693,-0.00112141649888842,0.00185447887072587
0.0399525349176884,0.00913467723605854,-0.00145766774003619
0.0354506427500136,0.0225947825516186,-0.00709627084719489
