tot;tot
INH;PL
1,57E-05;1,47E-04
3,13E-05;1,47E-04
4,70E-05;1,47E-04
6,26E-05;1,47E-04
7,83E-05;1,47E-04
9,39E-05;1,47E-04
1,10E-04;1,47E-04
1,25E-04;1,47E-04
1,41E-04;1,47E-04
1,57E-04;1,47E-04
