"wavelength"	"INH"	"INH_adj.r.squared"	"PL"	"PL_adj.r.squared"
"403"	NA	NA	1853.0612244898	0.999922377825932
"403.5"	NA	NA	1839.45578231293	0.999921225382932
"404"	NA	NA	1825.85034013605	0.999920047083384
"404.5"	NA	NA	1812.24489795918	0.999918842147978
"405"	NA	NA	1798.63945578231	0.99991760976782
"405.5"	NA	NA	1785.03401360544	0.999916349103076
"406"	NA	NA	1772.78911564626	0.999959360487203
"406.5"	NA	NA	1753.74149659864	0.999951251072025
"407"	NA	NA	1736.05442176871	0.999922616781104
"407.5"	NA	NA	1722.44897959184	0.999921389533578
"408"	NA	NA	1704.76190476191	0.999956052494976
"408.5"	NA	NA	1685.71428571429	0.999947237285651
"409"	NA	NA	1663.94557823129	0.999953870067356
"409.5"	NA	NA	1650.34013605442	0.999953106363602
"410"	NA	NA	1628.57142857143	0.999951844394583
"410.5"	NA	NA	1613.60544217687	0.999974406733873
"411"	NA	NA	1591.83673469388	0.999912343496618
"411.5"	NA	NA	1568.7074829932	0.999948099033062
"412"	NA	NA	1549.65986394558	0.999937566239522
"412.5"	NA	NA	1526.5306122449	0.999957106090935
"413"	NA	NA	1504.7619047619	0.999897001602197
"413.5"	NA	NA	1482.99319727891	0.99997475002525
"414"	NA	NA	1463.94557823129	0.999968906546899
"414.5"	NA	NA	1440.81632653061	0.999927777554869
"415"	NA	NA	1421.76870748299	0.999903854518151
"415.5"	NA	NA	1391.83673469388	0.999934070659055
"416"	NA	NA	1374.14965986395	0.999970591695095
"416.5"	NA	NA	1351.02040816327	0.999930027025794
"417"	NA	NA	1327.89115646258	0.999962208692001
"417.5"	NA	NA	1306.12244897959	0.999967448623077
"418"	NA	NA	1277.55102040816	0.99990813983159
"418.5"	NA	NA	1255.78231292517	0.99991901170809
"419"	NA	NA	1234.01360544218	0.99991612930673
"419.5"	NA	NA	1209.52380952381	0.999897517001423
"420"	NA	NA	1183.67346938776	0.999960365692544
"420.5"	NA	NA	1160.54421768707	0.999905174842474
"421"	NA	NA	1142.85714285714	0.999957484198294
"421.5"	NA	NA	1115.6462585034	0.999955385027215
"422"	NA	NA	1087.07482993197	0.999873131230862
"422.5"	NA	NA	1065.30612244898	0.999985320382649
"423"	NA	NA	1042.1768707483	0.999938648215686
"423.5"	NA	NA	1020.40816326531	0.999946668562895
"424"	NA	NA	997.278911564626	0.999983249425362
"424.5"	NA	NA	974.149659863946	0.999929780759928
"425"	NA	NA	948.299319727891	0.999981474429567
"425.5"	NA	NA	925.170068027211	1
"426"	NA	NA	902.040816326531	0.999979525678212
"426.5"	NA	NA	882.993197278911	0.999950144225633
"427"	NA	NA	857.142857142857	0.999924418018744
"427.5"	NA	NA	839.455782312925	0.999976359027568
"428"	NA	NA	816.326530612245	0.999916671296039
"428.5"	NA	NA	789.115646258503	0.999910825753522
"429"	NA	NA	771.428571428572	0.999972005785471
"429.5"	NA	NA	749.659863945578	0.999930833456845
"430"	NA	NA	730.612244897959	0.999968790637191
"430.5"	NA	NA	708.843537414966	0.999922639111455
"431"	NA	NA	689.795918367347	0.99996498803758
"431.5"	NA	NA	670.748299319728	0.999962971343934
"432"	NA	NA	648.979591836735	0.999960445645725
"432.5"	NA	NA	629.931972789116	0.999958017492711
"433"	NA	NA	608.163265306123	0.999954958336461
"433.5"	NA	NA	590.47619047619	0.999968146103207
"434"	NA	NA	576.87074829932	0.999966625876071
"434.5"	NA	NA	553.74149659864	0.999945670218225
"435"	NA	NA	536.054421768707	0.999961350167483
"435.5"	NA	NA	518.367346938776	0.999855346995006
"436"	NA	NA	499.319727891156	0.999933182374995
"436.5"	NA	NA	481.632653061225	0.99995212256623
"437"	NA	NA	468.027210884354	0.999949298631063
"437.5"	NA	NA	454.421768707483	0.99994621728218
"438"	NA	NA	436.734693877551	0.999796225316579
"438.5"	NA	NA	421.768707482993	1
"439"	NA	NA	405.442176870748	0.999729790587706
"439.5"	NA	NA	390.476190476191	0.999890743550835
"440"	NA	NA	376.87074829932	0.999882713233857
"440.5"	NA	NA	363.265306122449	0.999873763938565
"441"	NA	NA	353.741496598639	1
"441.5"	NA	NA	340.136054421769	1
"442"	NA	NA	326.530612244898	1
"442.5"	NA	NA	314.285714285714	0.999606557377049
"443"	NA	NA	300.680272108844	0.999570156585815
"443.5"	NA	NA	287.074829931973	0.999528460761199
"444"	NA	NA	277.551020408163	0.999855838539164
"444.5"	NA	NA	263.945578231293	0.999840595111583
"445"	NA	NA	255.78231292517	0.999321266968326
"445.5"	NA	NA	246.258503401361	0.999359267734554
"446"	NA	NA	232.65306122449	0.999282173987353
"446.5"	NA	NA	223.12925170068	0.999776951672863
"447"	NA	NA	214.965986394558	0.999039231385108
"447.5"	NA	NA	205.442176870748	0.999079552925707
"448"	NA	NA	195.918367346939	0.999710703953713
"448.5"	NA	NA	187.755102040816	0.998740818467996
"449"	NA	NA	178.231292517007	0.998777292576419
"449.5"	NA	NA	174.149659863946	0.998536585365854
"450"	NA	NA	168.707482993197	0.99960988296489
"450.5"	NA	NA	155.102040816327	0.999538461538461
"451"	NA	NA	151.020408163265	0.998297527361168
"451.5"	NA	NA	142.857142857143	0.995929443690638
"452"	NA	NA	137.414965986395	0.997944199706314
"452.5"	NA	NA	129.251700680272	0.995030369961347
"453"	NA	NA	122.448979591837	1
"453.5"	NA	NA	114.285714285714	0.999150141643059
"454"	NA	NA	110.204081632653	0.99680608365019
"454.5"	NA	NA	106.122448979592	0.996065573770492
"455"	NA	NA	102.040816326531	0.992042440318302
"455.5"	NA	NA	96.5986394557823	0.995845697329377
"456"	NA	NA	87.0748299319728	0.998536585365854
"456.5"	NA	NA	82.9931972789116	0.994377510040161
"457"	NA	NA	82.9931972789116	0.994377510040161
"457.5"	NA	NA	77.5510204081633	0.997235023041475
"458"	NA	NA	69.3877551020408	0.991969407265775
"458.5"	NA	NA	65.3061224489796	0.976923076923077
"459"	NA	NA	65.3061224489796	0.989655172413793
"459.5"	NA	NA	61.2244897959184	0.978102189781022
"460"	NA	NA	55.7823129251701	0.987610619469027
"460.5"	NA	NA	51.7006802721088	0.963513513513513
"461"	NA	NA	51.7006802721088	0.983561643835616
"461.5"	NA	NA	47.6190476190476	0.964143426294821
"462"	NA	NA	42.1768707482993	0.978461538461538
"462.5"	NA	NA	38.0952380952381	0.97
"463"	NA	NA	42.1768707482993	0.978461538461538
"463.5"	NA	NA	38.0952380952381	0.97
"464"	NA	NA	34.0136054421769	0.931297709923664
"464.5"	NA	NA	34.0136054421769	0.931297709923664
"465"	NA	NA	28.5714285714286	0.953846153846154
"465.5"	NA	NA	24.4897959183673	0.929411764705882
"466"	NA	NA	28.5714285714286	0.953846153846154
"466.5"	NA	NA	24.4897959183674	0.929411764705882
"467"	NA	NA	24.4897959183674	0.929411764705882
"467.5"	NA	NA	19.0476190476191	0.97
"468"	NA	NA	20.4081632653061	0.823529411764706
"468.5"	NA	NA	14.9659863945578	0.844444444444444
"469"	NA	NA	14.9659863945578	0.844444444444444
"469.5"	NA	NA	14.9659863945578	0.844444444444444
"470"	NA	NA	10.8843537414966	0.7
"470.5"	NA	NA	14.9659863945578	0.844444444444445
"471"	NA	NA	14.9659863945578	0.844444444444445
"471.5"	NA	NA	10.8843537414966	0.7
"472"	NA	NA	10.8843537414966	0.7
"472.5"	NA	NA	9.52380952380952	0.836363636363636
"473"	NA	NA	5.4421768707483	0.7
"473.5"	NA	NA	5.4421768707483	0.7
"474"	NA	NA	6.80272108843538	0.181818181818182
"474.5"	NA	NA	6.80272108843538	0.181818181818182
"475"	NA	NA	6.80272108843538	0.181818181818182
"475.5"	NA	NA	1.36054421768708	-0.4
"476"	NA	NA	1.36054421768708	-0.4
"476.5"	NA	NA	1.36054421768708	-0.4
"477"	NA	NA	1.36054421768708	-0.4
"477.5"	NA	NA	1.36054421768708	-0.4
"478"	NA	NA	0	-0.2
"478.5"	NA	NA	0	-0.2
"479"	NA	NA	0	-0.2
"479.5"	NA	NA	0	-0.35
"480"	NA	NA	0	-0.35
"480.5"	NA	NA	0	-0.35
"481"	NA	NA	0	-0.35
"481.5"	NA	NA	0	-0.35
"482"	NA	NA	0	-0.35
"482.5"	NA	NA	0	-0.35
"483"	NA	NA	0	-0.35
"483.5"	NA	NA	0	-0.35
"484"	NA	NA	0	-0.35
"484.5"	NA	NA	0	0.181818181818182
"485"	NA	NA	0	0.181818181818182
"485.5"	NA	NA	0	0.181818181818182
"486"	NA	NA	0	0.181818181818182
"486.5"	NA	NA	0	0.181818181818182
"487"	NA	NA	0	0.181818181818182
"487.5"	NA	NA	0	0.181818181818182
"488"	NA	NA	0	0.181818181818182
"488.5"	NA	NA	0	0.181818181818182
"489"	NA	NA	0	0.181818181818182
"489.5"	NA	NA	0	0.181818181818182
"490"	NA	NA	0	0.181818181818182
"490.5"	NA	NA	0	0.181818181818182
"491"	NA	NA	0	0.181818181818182
"491.5"	NA	NA	0	0.181818181818182
"492"	NA	NA	0	0.181818181818182
"492.5"	NA	NA	0	0.181818181818182
"493"	NA	NA	0	0.181818181818182
"493.5"	NA	NA	0	0.181818181818182
"494"	NA	NA	0	0.181818181818182
"494.5"	NA	NA	0	0.181818181818182
"495"	NA	NA	0	0.181818181818182
"495.5"	NA	NA	0	0.181818181818182
"496"	NA	NA	0	0.181818181818182
"496.5"	NA	NA	0	0.181818181818182
"497"	NA	NA	0	0.181818181818182
"497.5"	NA	NA	0	0.181818181818182
"498"	NA	NA	0	0.181818181818182
"498.5"	NA	NA	0	0.181818181818182
"499"	NA	NA	0	0.181818181818182
"499.5"	NA	NA	0	0.181818181818182
"500"	NA	NA	0	0.181818181818182
