"wavelength"	"INH"	"INH_adj.r.squared"	"PL"	"PL_adj.r.squared"
"355"	470	0.999698249849125	931.972789115646	0.999904103312698
"355.5"	450	0.999670836076366	951.020408163266	0.999834238880191
"356"	430	0.996760259179266	968.707482993197	0.999893486922561
"356.5"	409.999999999999	0.999603489294211	991.836734693877	0.999847599695199
"357"	400	1	1013.60544217687	0.999918926953185
"357.5"	380	1	1027.21088435374	0.999921060248572
"358"	360	0.997944501541624	1050.34013605442	0.999859069861083
"358.5"	350	0.999455930359086	1068.02721088435	0.999926978280095
"359"	340	1	1091.15646258503	0.999869415166496
"359.5"	320	1	1108.84353741497	0.999932254932217
"360"	310	0.999306518723994	1130.61224489796	0.999969590558593
"360.5"	300	0.997041420118343	1145.57823129252	0.9998815266142
"361"	280	0.99660441426146	1167.34693877551	0.999926650366748
"361.5"	270	0.99908592321755	1186.39455782313	0.999889537636105
"362"	250	0.998933901918977	1208.16326530612	0.999931522483451
"362.5"	240	0.995381062355658	1225.85034013605	0.999974132037472
"363"	230	0.998740554156171	1244.89795918367	0.999874596169809
"363.5"	220	0.994505494505495	1262.58503401361	0.999937298251318
"364"	220	1	1280.27210884354	0.999908529871772
"364.5"	210	0.998489425981873	1303.40136054422	0.999941163652212
"365"	200	0.993355481727575	1321.08843537415	0.999977727222107
"365.5"	190	0.998154981549816	1340.13605442177	0.999953620439987
"366"	180	0.991803278688525	1361.90476190476	0.999979042229907
"366.5"	170	0.997695852534562	1379.59183673469	0.99996498803758
"367"	170	0.997695852534562	1393.19727891156	0.999965668510395
"367.5"	150	0.997041420118343	1410.8843537415	0.999935838722726
"368"	150	0.997041420118343	1429.93197278912	0.999980988851319
"368.5"	140	0.986486486486487	1448.97959183673	0.999907431488281
"369"	140	0.986486486486487	1470.74829931973	0.999982029394776
"369.5"	130	0.996062992125984	1488.43537414966	0.999969921294053
"370"	120	0.981651376146789	1506.12244897959	0.999943696220711
"370.5"	120	1	1525.17006802721	0.999935545219803
"371"	110	0.951612903225807	1538.77551020408	0.99993667991698
"371.5"	99.9999999999997	0.973684210526316	1556.46258503401	0.999903730077474
"372"	99.9999999999998	0.973684210526316	1579.59183673469	0.999939909864797
"372.5"	99.9999999999998	0.973684210526316	1593.19727891156	0.999940931746998
"373"	99.9999999999999	0.973684210526316	1610.8843537415	0.999910124541707
"373.5"	89.9999999999998	0.991803278688525	1628.57142857143	0.999951844394583
"374"	80	0.959183673469387	1642.1768707483	0.999952639002811
"374.5"	79.9999999999997	0.959183673469388	1655.78231292517	0.999953414104724
"375"	79.9999999999997	0.959183673469388	1677.55102040816	0.999954615265715
"375.5"	69.9999999999997	0.986486486486487	1696.59863945578	0.999955628579054
"376"	69.9999999999999	0.884615384615385	1704.7619047619	0.999956052494976
"376.5"	69.9999999999999	0.986486486486487	1718.36734693878	0.999956745642437
"377"	59.9999999999997	0.928571428571431	1733.33333333333	0.999922373641539
"377.5"	59.9999999999999	0.741935483870969	1746.9387755102	0.999923578005022
"378"	59.9999999999998	0.92857142857143	1764.62585034014	0.999958983626145
"378.5"	49.9999999999998	0.785714285714287	1778.23129251701	0.99995960884976
"379"	49.9999999999997	0.973684210526317	1791.83673469388	0.999960219886021
"379.5"	49.9999999999998	0.785714285714288	1805.44217687075	0.999960817160948
"380"	49.9999999999998	0.785714285714288	1814.96598639456	0.999929199163876
"380.5"	49.9999999999998	0.785714285714288	1827.21088435374	0.99996174519528
"381"	40	0.846153846153846	1836.73469387755	0.999934159268729
"381.5"	40	0.846153846153846	1850.34013605442	0.999935123913326
"382"	29.9999999999998	0.500000000000002	1863.94557823129	0.999936067512706
"382.5"	39.9999999999998	0.846153846153849	1872.10884353742	0.999933455156169
"383"	39.9999999999998	0.846153846153849	1881.63265306122	0.99996392600125
"383.5"	29.9999999999998	0.500000000000002	1889.79591836735	0.99989582550513
"384"	29.9999999999998	0.500000000000002	1899.31972789116	0.999935348145107
"384.5"	29.9999999999998	0.500000000000002	1904.76190476191	0.999938778009061
"385"	29.9999999999998	0.928571428571429	1918.36734693878	0.999939643291855
"385.5"	29.9999999999998	0.500000000000005	1922.44897959184	0.999905343580267
"386"	29.9999999999998	0.500000000000005	1930.61224489796	0.999900183493528
"386.5"	29.9999999999998	0.500000000000005	1937.41496598639	0.999937865533124
"387"	29.9999999999998	0.500000000000005	1945.57823129252	0.999941319719508
"387.5"	19.9999999999998	-0.142857142857139	1945.57823129252	0.999941319719508
"388"	19.9999999999997	0.50000000000001	1953.74149659864	0.999938899611091
"388.5"	19.9999999999997	0.50000000000001	1953.74149659864	0.999938899611091
"389"	19.9999999999997	0.50000000000001	1963.26530612245	0.999966863484761
"389.5"	19.9999999999997	0.50000000000001	1963.26530612245	0.999909238249595
"390"	9.9999999999999	-0.499999999999997	1967.34693877551	0.999939741750359
"390.5"	9.9999999999999	-0.499999999999997	1967.34693877551	0.999939741750359
"391"	19.9999999999999	-0.142857142857144	1967.34693877551	0.999939741750359
"391.5"	19.9999999999999	-0.142857142857144	1971.42857142857	0.999961422233653
"392"	19.9999999999998	0.500000000000007	1972.78911564626	0.999942927260794
"392.5"	19.9999999999998	0.500000000000007	1972.78911564626	0.999942927260794
"393"	19.9999999999998	0.500000000000007	1972.78911564626	0.999942927260794
"393.5"	9.99999999999983	-0.499999999999996	1971.42857142857	0.999961422233653
"394"	9.99999999999983	-0.499999999999996	1971.42857142857	0.99990427363453
"394.5"	9.99999999999983	-0.499999999999996	1972.78911564626	0.999942927260794
"395"	9.99999999999983	-0.499999999999996	1967.34693877551	0.999939741750359
"395.5"	9.99999999999983	-0.499999999999996	1961.90476190476	0.999930751252729
"396"	9.99999999999983	-0.499999999999996	1957.8231292517	0.999960884210018
"396.5"	9.99999999999983	-0.499999999999996	1953.74149659864	0.999938899611091
"397"	9.99999999999983	-0.499999999999996	1949.65986394558	0.999907967170088
"397.5"	9.99999999999983	-0.499999999999996	1944.21768707483	0.999960334852198
"398"	9.99999999999983	-0.499999999999996	1940.13605442177	0.999938039693936
"398.5"	0	-1	1930.61224489796	0.999959773839587
"399"	9.99999999999977	-0.5	1926.5306122449	0.999937161494958
"399.5"	9.99999999999977	-0.5	1917.00680272109	0.999959200840161
"400"	9.99999999999977	-0.5	1912.92517006803	0.99993626449224
"400.5"	NA	NA	1903.40136054422	0.999897309351746
"401"	NA	NA	1891.15646258503	0.999937893985032
"401.5"	NA	NA	1880.27210884354	0.999924608119287
"402"	NA	NA	1872.10884353742	0.999933455156169
"402.5"	NA	NA	1862.58503401361	0.999892759677639
